raman_shift_cm-1,mean_intensity,std_dev
728.0,0.0642603165674378,0.03458425371579519
729.0,0.0629975528952619,0.036678779025059775
730.0,0.06331841530764662,0.039121478703933635
731.0,0.06348638356840526,0.03908319494687298
732.0,0.06520055713009933,0.038502111143474876
733.0,0.07196496811016387,0.03965316363313165
734.0,0.08389292285740434,0.041010916766872844
735.0,0.09925929113851917,0.0409043516889018
736.0,0.11341475386940429,0.03878600955952711
737.0,0.12441249517209353,0.037156177437691264
738.0,0.1337443711808364,0.0369526967024841
739.0,0.14432825233710192,0.03797456963985613
740.0,0.15534051754101388,0.03703309468435206
741.0,0.16364715294016902,0.033299868918864
742.0,0.17110086331283958,0.02961952411348814
743.0,0.17890530307659672,0.028240643619777305
744.0,0.18432795819734976,0.028395649430439786
745.0,0.18574401047086744,0.02955341345644171
746.0,0.1799145800324498,0.031557195940029065
747.0,0.16822735934249933,0.03273782489317359
748.0,0.15471135645090836,0.032485261832453635
749.0,0.13972391434843323,0.031939854154076734
750.0,0.12249945889926217,0.032298366906113825
751.0,0.10441162160531925,0.03640757638018661
752.0,0.08665971489264311,0.041759390735066626
753.0,0.07311188886379093,0.046146297769676735
754.0,0.06460574113286148,0.04858063495206605
755.0,0.06101909611684572,0.046057447655604065
756.0,0.05836879079561733,0.04184322736205679
757.0,0.05155598021094177,0.037700726690490606
758.0,0.047346285257698593,0.03351101675535279
759.0,0.04683603586880164,0.030522399510098618
760.0,0.04181829581633813,0.030622399377829707
761.0,0.03403267194719409,0.03219997133884832
762.0,0.027483958875838887,0.031143468424294832
763.0,0.024018730032169262,0.03016322204960557
764.0,0.02248315549144287,0.028986192136154363
765.0,0.02581063171256246,0.0300530486587103
766.0,0.031646180564236966,0.03197694171370062
767.0,0.038449255535871384,0.033851615267213725
768.0,0.05230768303616456,0.034470432355785695
769.0,0.07017493773660306,0.03451572034438892
770.0,0.0843090235442018,0.03702270479298275
771.0,0.09541790856885042,0.04020656819487475
772.0,0.1015640797643057,0.0406130561464558
773.0,0.09993996662003946,0.037958160050644334
774.0,0.09224025236672491,0.034141993378953045
775.0,0.0827659081471557,0.03230733946104481
776.0,0.07195998607563034,0.03236723255130903
777.0,0.06054298457289765,0.032221420197301405
778.0,0.05017667315224552,0.032022485245936205
779.0,0.04326353342752852,0.034387640937985055
780.0,0.03989495955754991,0.03968657314348886
781.0,0.03897929102276732,0.04488993794790733
782.0,0.039179474980076165,0.04726248188750597
783.0,0.040991548446853605,0.04809764305896614
784.0,0.042508604386739375,0.04473727266927019
785.0,0.04314289546128648,0.040517787747206394
786.0,0.04307422684608854,0.037099354406221294
787.0,0.04253612098289641,0.03484803932765663
788.0,0.042557021470186404,0.0338295996389589
789.0,0.0426143371880078,0.036343045114479715
790.0,0.04408247017879886,0.040991023539491564
791.0,0.04975919922629596,0.04328877072983157
792.0,0.0556194425718213,0.04469407695971131
793.0,0.05863850122821484,0.04487879925026311
794.0,0.057521241536384826,0.04200972501779242
795.0,0.055354231595911664,0.03918520315210344
796.0,0.055191499657907685,0.03647800264630333
797.0,0.05560731688422738,0.033152889178247394
798.0,0.05549439975740704,0.03248390300145458
799.0,0.05406994354946095,0.034790956173888055
800.0,0.05425839225222007,0.037393320574319974
801.0,0.056228471086081394,0.036839846802439784
802.0,0.05750228443440304,0.03564605545818558
803.0,0.05943385748147162,0.03525203348380788
804.0,0.05729115732201802,0.03592956539664378
805.0,0.0538120687752463,0.03890494894498499
806.0,0.05622034865237141,0.04040736774640135
807.0,0.06068093204389082,0.04046655143519563
808.0,0.06555068593308827,0.03802498757353229
809.0,0.06839181465104752,0.033927435291658724
810.0,0.0697881985192939,0.02996515763375549
811.0,0.07518966442774316,0.029029533127767147
812.0,0.08249487369164527,0.029974370800823703
813.0,0.08595574307589474,0.03114519607055303
814.0,0.08401158666573542,0.03213556946233407
815.0,0.08352786724443788,0.032196108010580864
816.0,0.09236544732356693,0.027024630419648147
817.0,0.1052785084471927,0.02495369934647551
818.0,0.11864175917068634,0.023593209194660982
819.0,0.13366217120525034,0.023305292620391514
820.0,0.1540825688967715,0.025982410461265162
821.0,0.18243659296246786,0.027298459447263865
822.0,0.2134510382405291,0.02612177670974555
823.0,0.24616761923046876,0.025840038168405834
824.0,0.2900570978710849,0.029620446964427973
825.0,0.3469068095566285,0.033301488703589226
826.0,0.4167671837877791,0.03168296110454668
827.0,0.4891087688954102,0.03155235538290661
828.0,0.558078379428323,0.034331273538913645
829.0,0.6145400517299745,0.037913817337305006
830.0,0.6492642862208277,0.04016429317246275
831.0,0.65108449891307,0.03899406969801568
832.0,0.6216097484489878,0.036886400956403054
833.0,0.5673336135679024,0.03410730729863353
834.0,0.49810518778788365,0.035364409701419255
835.0,0.42190640853318284,0.04054583751875608
836.0,0.3499909696332609,0.04332528743612847
837.0,0.28796775844011846,0.043228788679858965
838.0,0.2405751579421159,0.04269427684610956
839.0,0.20515016275237793,0.04107388373345644
840.0,0.17965061945188737,0.03803490735704313
841.0,0.1568427076529219,0.0330520773456679
842.0,0.13860406451884458,0.030824500499083928
843.0,0.12414348068480414,0.02990547464983298
844.0,0.11250230557813337,0.029964525537276514
845.0,0.10447934484769576,0.03049958741738077
846.0,0.10052745642101417,0.0301621959124227
847.0,0.09878575989070368,0.030613910047103413
848.0,0.09528486001588216,0.028937232867782443
849.0,0.095252904717356,0.029018030485508467
850.0,0.10018733414500494,0.03165790311480715
851.0,0.10639559783911379,0.030832601090809382
852.0,0.11263441682898462,0.030070367847213952
853.0,0.1166867870346552,0.029454659416983272
854.0,0.12003819392769671,0.029818430157027072
855.0,0.12247463489976407,0.031128374043193255
856.0,0.12492925001343727,0.0330418545482292
857.0,0.12895153282711636,0.03564461455028192
