integration times(sec),10,Raman Shift,Dark Subtracted #1
laser_wavelength,784.92,-46.169047190162,14.5
laser_powerlevel,60,-44.161473544249,34
,,-42.1546698518468,15
,,-40.1486357454087,34.5
,,-38.1433708576169,28.5
,,-36.1388748214067,49.5
,,-34.1351472699553,13
,,-32.1321878366853,8
,,-30.1299961552522,19
,,-28.1285718595627,15.5
,,-26.127914583758,-13
,,-24.1280239622283,26.5
,,-22.1288996296043,47.5
,,-20.1305412207475,49
,,-18.1329483707741,40.5
,,-16.136120715033,88.5
,,-14.1400578891189,232
,,-12.1447595288591,1008
,,-10.1502252703322,1650
,,-8.1564547498474,2318.5
,,-6.16344760395987,3326
,,-4.17120346946103,5598
,,-2.1797219833843,8989.5
,,-0.189002782999523,6759.5
,,1.80095449418513,3439
,,3.7901502104105,1002.5
,,5.77858472769731,818.5
,,7.76625840781526,518
,,9.75317161230305,64.5
,,11.7393247024465,74.5
,,13.7247180393133,46
,,15.7093519837217,35
,,17.6932268962537,13
,,19.6763431372528,23.5
,,21.6587010668318,38.5
,,23.6403010448576,48
,,25.6211434309644,21.5
,,27.60122858455,28
,,29.5805568647775,51.5
,,31.5591286305698,133.5
,,33.5369442406154,146.5
,,35.5140040533643,188
,,37.4903084270354,286.5
,,39.4658577196114,449
,,41.4406522888366,507.5
,,43.4146924922206,603
,,45.3879786870384,603.5
,,47.3605112303303,638
,,49.3322904789075,653.5
,,51.3033167893354,665.5
,,53.2735905179561,688.5
,,55.2431120208676,749.5
,,57.2118816539387,835
,,59.179899772811,874.5
,,61.1471667328824,1003
,,63.1136828893214,1086
,,65.0794485970673,1181.5
,,67.0444642108196,1212.5
,,69.0087300850446,1215.5
,,70.9722465739851,1202.5
,,72.9350140316456,1173.5
,,74.8970328117921,1131.5
,,76.8583032679744,1125.5
,,78.8188257534912,1119.5
,,80.7786006214246,1242
,,82.7376282246223,1297
,,84.6959089156935,1310
,,86.6534430470238,1333
,,88.6102309707621,1362
,,90.566273038834,1369.5
,,92.5215696029263,1337.5
,,94.4761210145007,1281.5
,,96.4299276247893,1247.5
,,98.3829897847845,1251.5
,,100.335307845264,1204
,,102.286882156764,1185
,,104.237713069599,1163
,,106.187800933843,1173.5
,,108.137146099358,1147.5
,,110.085748915759,1081
,,112.033609732445,1084
,,113.980728898583,1042
,,115.927106763107,999.5
,,117.87274367473,926.5
,,119.817639981929,912
,,121.761796032959,878
,,123.705212175848,826.5
,,125.647888758393,783
,,127.589826128164,731.5
,,129.531024632504,717
,,131.471484618531,730
,,133.411206433135,676
,,135.35019042298,681.5
,,137.288436934499,679
,,139.225946313907,672.5
,,141.162718907186,680
,,143.098755060095,679.5
,,145.034055118169,673
,,146.968619426712,697
,,148.902448330808,697.5
,,150.835542175313,666
,,152.767901304856,638
,,154.699526063849,642.5
,,156.63041679647,620
,,158.560573846682,653.5
,,160.489997558212,637
,,162.418688274569,610.5
,,164.346646339047,595
,,166.273872094696,596
,,168.200365884364,600.5
,,170.126128050659,606
,,172.051158935974,615.5
,,173.975458882476,586.5
,,175.899028232114,585.5
,,177.821867326607,616.5
,,179.743976507454,579
,,181.665356115935,602.5
,,183.5860064931,621
,,185.505927979792,600
,,187.425120916616,616.5
,,189.343585643961,602
,,191.261322501998,590
,,193.178331830672,574
,,195.094613969706,600
,,197.01016925861,616
,,198.924998036668,591.5
,,200.839100642937,564.5
,,202.752477416265,587
,,204.665128695269,590
,,206.577054818363,592.5
,,208.488256123717,578.5
,,210.398732949297,578.5
,,212.308485632848,586
,,214.217514511893,589
,,216.125819923733,579.5
,,218.033402205458,558
,,219.940261693931,590
,,221.8463987258,631
,,223.751813637493,635.5
,,225.656506765223,636.5
,,227.560478444981,681.5
,,229.463729012537,723
,,231.366258803453,742.5
,,233.268068153067,783.5
,,235.169157396496,732.5
,,237.069526868645,664.5
,,238.9691769042,653.5
,,240.868107837636,617.5
,,242.766320003197,580
,,244.66381373492,595.5
,,246.560589366629,582
,,248.456647231922,611
,,250.351987664188,623
,,252.246610996595,614.5
,,254.140517562102,631.5
,,256.033707693441,603.5
,,257.926181723144,611.5
,,259.817939983512,614.5
,,261.708982806638,634.5
,,263.599310524403,603
,,265.488923468469,584.5
,,267.377821970284,601
,,269.26600636108,597.5
,,271.153476971878,592
,,273.040234133483,589.5
,,274.926278176486,606
,,276.811609431265,617.5
,,278.69622822798,696.5
,,280.580134896583,697.5
,,282.463329766813,683.5
,,284.345813168189,682
,,286.227585430024,641
,,288.108646881416,625.5
,,289.988997851247,683.5
,,291.868638668191,651
,,293.747569660709,618
,,295.625791157048,634
,,297.503303485239,618
,,299.380106973114,646.5
,,301.256201948281,592.5
,,303.131588738137,629
,,305.006267669878,600.5
,,306.880239070475,620
,,308.753503266698,598.5
,,310.626060585104,610.5
,,312.49791135204,627.5
,,314.369055893634,676.5
,,316.239494535816,694
,,318.109227604295,693.5
,,319.978255424579,683
,,321.846578321964,617
,,323.714196621529,618
,,325.581110648151,612
,,327.447320726491,597
,,329.312827181013,608
,,331.177630335957,640.5
,,333.041730515366,660
,,334.905128043067,651.5
,,336.767823242679,585
,,338.629816437613,578.5
,,340.491107951078,540
,,342.351698106067,523.5
,,344.211587225367,522.5
,,346.070775631559,561
,,347.929263647009,509.5
,,349.787051593894,535.5
,,351.644139794162,504
,,353.500528569564,539
,,355.356218241648,554.5
,,357.211209131747,571
,,359.065501560986,585
,,360.919095850299,591
,,362.771992320395,649.5
,,364.624191291785,684
,,366.475693084774,690.5
,,368.326498019464,701
,,370.176606415744,618
,,372.026018593304,609.5
,,373.874734871624,581.5
,,375.722755569981,544.5
,,377.570081007447,560
,,379.416711502885,571.5
,,381.262647374964,578
,,383.107888942135,538
,,384.952436522655,562
,,386.79629043457,502
,,388.639450995721,489
,,390.481918523754,480
,,392.323693336104,451.5
,,394.164775750001,472.5
,,396.005166082479,482
,,397.844864650357,489.5
,,399.683871770265,480.5
,,401.522187758617,465.5
,,403.359812931632,478.5
,,405.196747605327,492
,,407.032992095506,465
,,408.868546717782,484
,,410.703411787561,472.5
,,412.537587620049,477.5
,,414.371074530249,471.5
,,416.203872832957,455.5
,,418.035982842777,468.5
,,419.867404874105,481
,,421.698139241136,449.5
,,423.528186257867,482.5
,,425.357546238092,456
,,427.186219495403,486
,,429.014206343187,518
,,430.841507094647,478
,,432.668122062767,464.5
,,434.494051560343,478
,,436.319295899961,476.5
,,438.14385539401,446.5
,,439.967730354691,450.5
,,441.790921093985,481
,,443.613427923692,471.5
,,445.435251155401,447.5
,,447.256391100504,496.5
,,449.076848070199,467
,,450.89662237548,501.5
,,452.715714327145,495
,,454.534124235792,516.5
,,456.351852411821,593.5
,,458.16889916543,570
,,459.985264806626,592.5
,,461.800949645216,563
,,463.615953990806,492.5
,,465.430278152804,495.5
,,467.243922440422,488
,,469.056887162678,458.5
,,470.869172628391,476.5
,,472.680779146182,453.5
,,474.491707024468,480.5
,,476.301956571482,459
,,478.111528095253,459.5
,,479.920421903618,461.5
,,481.72863830421,500.5
,,483.536177604474,500
,,485.343040111651,535.5
,,487.149226132797,554.5
,,488.954735974761,591.5
,,490.759569944203,596.5
,,492.563728347586,512.5
,,494.367211491179,484.5
,,496.170019681054,467
,,497.972153223085,463.5
,,499.77361242296,441
,,501.574397586164,480
,,503.374509017991,452
,,505.173947023542,462
,,506.972711907716,431
,,508.770803975232,465.5
,,510.568223530603,460.5
,,512.364970878152,460
,,514.161046322009,469
,,515.956450166112,493.5
,,517.751182714195,481.5
,,519.545244269821,505
,,521.338635136335,493
,,523.131355616908,522.5
,,524.923406014505,476.5
,,526.714786631906,468.5
,,528.505497771697,450
,,530.295539736278,472.5
,,532.084912827839,461.5
,,533.873617348396,487
,,535.661653599765,564.5
,,537.449021883567,545.5
,,539.235722501244,605.5
,,541.021755754035,634.5
,,542.807121942988,663.5
,,544.591821368967,600
,,546.37585433264,489.5
,,548.159221134483,488
,,549.941922074791,470.5
,,551.723957453652,448
,,553.505327570978,466.5
,,555.286032726481,472.5
,,557.066073219688,445.5
,,558.845449349939,448
,,560.624161416377,462.5
,,562.40220971796,464
,,564.179594553454,450
,,565.956316221434,463
,,567.732375020294,452.5
,,569.507771248231,475.5
,,571.282505203249,470.5
,,573.056577183179,474.5
,,574.829987485648,458.5
,,576.6027364081,483
,,578.374824247796,477
,,580.146251301796,499
,,581.917017866981,494
,,583.687124240043,493.5
,,585.45657071749,508
,,587.225357595635,518
,,588.9934851706,482
,,590.760953738332,466.5
,,592.527763594586,455
,,594.293915034921,455
,,596.059408354722,432.5
,,597.824243849183,445.5
