RamanShift,y_exp,LTA_fit
628.0,0.0505486639369358,0.05099980263746001
629.0,0.08847951984409741,0.04982930208648891
630.0,0.10839421668451416,0.052167677177559435
631.0,0.11173648085379341,0.05450605226862998
632.0,0.12732572209668028,0.056844427359700515
633.0,0.14578763769618555,0.05634749317046158
634.0,0.11624982179598087,0.05362281597526574
635.0,0.09503199902951337,0.05089813878006991
636.0,0.09681384386620089,0.048173461584874074
637.0,0.09095738056349911,0.04550154849680204
638.0,0.07791360362886801,0.04285446557678826
639.0,0.05759236586449301,0.040207382656774475
640.0,0.036043598043831934,0.03756029973676069
641.0,0.07505817822646298,0.03491321681674692
642.0,0.10962545749467859,0.03345331858067141
643.0,0.1320333867888052,0.03223657865335426
644.0,0.13670712518733452,0.031019838726037113
645.0,0.12500870024172914,0.028742051532036374
646.0,0.11557515111817473,0.026371999358324103
647.0,0.1061527078125796,0.024001947184611835
648.0,0.07243627691886081,0.021631895010899564
649.0,0.04619486102441461,0.019261842837187293
650.0,0.03914057223787552,0.016959789918330696
651.0,0.05303568619434522,0.015269730293175007
652.0,0.08513011846384919,0.013799696072638307
653.0,0.05523709153239291,0.013484795226351542
654.0,0.015076656566228357,0.013169894380064773
655.0,0.10089967432556003,0.012854993533778006
656.0,0.14823688678391903,0.01254009268749124
657.0,0.10717125316845892,0.012225191841204474
658.0,0.10908017623870139,0.011910290994917708
659.0,0.14466448301359985,0.011633349761978466
660.0,0.12642910676319763,0.011651598550641885
661.0,0.09758022597389582,0.012015681467348762
662.0,0.08433745493975917,0.012379764384055641
663.0,0.07639151985113064,0.012743847300762516
664.0,0.07888442018914193,0.013107930217469395
665.0,0.11101840267426222,0.01347201313417627
666.0,0.16319812324528016,0.01383609605088315
667.0,0.1727338156846607,0.014200178967590028
668.0,0.16397745573677025,0.01612910603613588
669.0,0.07192720331711167,0.018938257940091213
670.0,0.020993266944308385,0.021747409844046543
671.0,0.03706681586794642,0.024556561748001877
672.0,0.027248578826537077,0.02736571365195721
673.0,0.0030424225089890414,0.030174865555912537
674.0,0.044461685768144375,0.03298401745986786
675.0,0.08311362288205199,0.03579316936382321
676.0,0.07493284981939527,0.040489531066303784
677.0,0.06297646144080404,0.045452820803795854
678.0,0.04610127597720033,0.05041705813687838
679.0,0.024482740099394974,0.05538129546996089
680.0,0.0008251992615740111,0.060345532803043424
681.0,0.0054201437920176855,0.06530977013612595
682.0,0.013479227533562302,0.07027400746920846
683.0,0.029647672383370408,0.07398973562057623
684.0,0.04311853663060747,0.0685497297727028
685.0,0.053876191407991256,0.06311261659764988
686.0,0.03143878683498078,0.05768868115433491
687.0,0.0002844208692032402,0.05226474571101993
688.0,0.008512818774064571,0.04684081026770495
689.0,0.011745075867681828,0.04141687482438998
690.0,0.003513622993152103,0.035992939381075006
691.0,0.0,0.0338889638389411
692.0,0.0,0.03768713923223979
693.0,0.0,0.0414853146255385
694.0,0.0,0.045290287773575265
695.0,0.0,0.04910356928851411
696.0,0.00294299217588321,0.05291685080345296
697.0,0.010570613845666776,0.056730132318391815
698.0,0.008158237581740961,0.06054341383333064
699.0,0.0005277850256128463,0.059126810882124126
700.0,0.0,0.054223618286821026
701.0,0.0012427236764489015,0.04932042569151793
702.0,0.007325795973419851,0.044417233096214835
703.0,0.010891766276949329,0.03953382782230487
704.0,0.01171325985955582,0.03465811761782558
705.0,0.03761525863309077,0.02978240741334628
706.0,0.06988774335579548,0.024906697208866988
707.0,0.03911342007680874,0.02511683710425914
708.0,0.023975888191472363,0.02629571035200753
709.0,0.04454798138613285,0.02747458359975593
710.0,0.08170723115721493,0.028653456847504324
711.0,0.1308190697255146,0.029832330095252716
712.0,0.0931831484873146,0.031048727067882555
713.0,0.04485447760534929,0.03226550306803645
714.0,0.01935039335333217,0.03445258165929535
715.0,0.00407444257139627,0.04779814004825556
716.0,0.003216026841434354,0.0611436984372158
717.0,0.05918985511919747,0.07448925682617602
718.0,0.1401961472222301,0.08783481521513624
719.0,0.07629566750547961,0.10118037360409646
720.0,0.028314064161058937,0.11454430208098007
721.0,0.03824176716393977,0.12796051465426098
722.0,0.06656739219366706,0.1356212253809013
723.0,0.11083941306608311,0.1310514946834331
724.0,0.08708856922468884,0.12648176398596492
725.0,0.06043247549706429,0.12191203328849674
726.0,0.14451847352596825,0.11734230259102855
727.0,0.17789483167066591,0.1127725718935604
728.0,0.12954260366355455,0.10820284119609216
729.0,0.13810708281337183,0.10371356402418895
730.0,0.1751427639759181,0.09679391184862611
731.0,0.07884921413911909,0.08790862207218696
732.0,0.0051298102010159975,0.07902333229574778
733.0,0.026882792566822723,0.07013804251930861
734.0,0.047313605003305004,0.06125275274286943
735.0,0.0665307874621586,0.05236746296643025
736.0,0.07891154598098674,0.043482173189991084
737.0,0.08689258471835319,0.0345968834135519
738.0,0.06830976048948528,0.03239558190451954
739.0,0.05723234074963633,0.031865277462338165
740.0,0.058299618473548774,0.031334973020156795
741.0,0.06889448833221377,0.030804668577975418
742.0,0.08418053308426662,0.030274364135794044
743.0,0.11224033984641017,0.02974405969361266
744.0,0.12408818674788158,0.02921375525143129
745.0,0.08517144406737752,0.02873978374897953
746.0,0.09043533782142274,0.029739399018642476
747.0,0.1336033762763433,0.03235450690688303
748.0,0.11976099639831941,0.034969614795123574
749.0,0.09549644245813829,0.037584722683364116
750.0,0.0810942358093409,0.040199830571604665
751.0,0.07831423899302582,0.042814938459845214
752.0,0.09211511738252762,0.045430046348085756
753.0,0.10485322256507305,0.04838120478164395
754.0,0.11714585329581442,0.05219649318887618
755.0,0.06796850471048155,0.060915330814632324
756.0,0.056552629645902824,0.07915282280575704
757.0,0.13718112735307902,0.09739031479688175
758.0,0.1630020902327282,0.11562780678800647
759.0,0.15011594330748335,0.1338652987791312
760.0,0.14847805691304877,0.1521027907702559
761.0,0.15486405563691855,0.17290184482520207
762.0,0.19153214680713543,0.19606541770829133
763.0,0.19425315947462476,0.2192289905913805
764.0,0.15918331456643653,0.2356479705363312
765.0,0.18315096989971139,0.24775483368476736
766.0,0.22290168842907704,0.2598616968332036
767.0,0.2374314262474181,0.27196855998163977
768.0,0.23124449958721388,0.2840754231300759
769.0,0.1891724323544107,0.324238434415128
770.0,0.19144073979287285,0.37326128195384867
771.0,0.21605939660477277,0.42228412949256944
772.0,0.27713100244058275,0.47130697703129026
773.0,0.33351584080894425,0.4957683848360896
774.0,0.37311864386403193,0.516880505404445
775.0,0.3848250281912384,0.5379926259728004
776.0,0.3750724750061524,0.5591047465411558
777.0,0.4047126429244007,0.4975141991470068
778.0,0.4351250313392622,0.435923651752858
779.0,0.4394386818564486,0.37433310435870915
780.0,0.4582886699676216,0.3127425569645602
781.0,0.4934505505661076,0.25404794453016216
782.0,0.4884412403956218,0.21176363020102174
783.0,0.47860489908756765,0.16947931587188142
784.0,0.5495730226304998,0.1344043460470181
785.0,0.5723627883864951,0.12215896715236449
786.0,0.5174976928366818,0.10991358825771086
787.0,0.562105021008465,0.09766820936305726
788.0,0.6518191858185516,0.08542283046840364
789.0,0.6094102011415916,0.07317745157375002
790.0,0.5815103716692499,0.06211934859657644
791.0,0.5893666579453753,0.05270081712449384
792.0,0.6024434316979059,0.04688637724923128
793.0,0.6188975584108244,0.04497636993719013
794.0,0.6045787810034645,0.04306636262514897
795.0,0.5890395568141092,0.04115635531310783
796.0,0.5792272377878515,0.039246348001066675
797.0,0.5878436899588029,0.03733634068902553
798.0,0.6126726051183511,0.035426333376984386
799.0,0.6359870414344948,0.03369223979511007
800.0,0.6590686204377901,0.032970223225267235
801.0,0.6824432510965504,0.03261105683043645
802.0,0.6871171485895342,0.03225189043560567
803.0,0.6700504458504905,0.031892724040774874
804.0,0.6765051458810059,0.03153355764594409
805.0,0.6866779630910451,0.031174391251113306
806.0,0.6632170536910422,0.030815224856282516
807.0,0.6422122089538084,0.03045605846145173
808.0,0.624915205401771,0.029264574212758552
809.0,0.5682910198908002,0.028038410053487818
810.0,0.49897081388417713,0.026812245894217077
811.0,0.5526992784977689,0.02558608173494634
812.0,0.5656774851583314,0.0243599175756756
813.0,0.49959118971519656,0.02313375341640486
814.0,0.5068440867600618,0.021907589257134118
815.0,0.552685123231726,0.020716210313151098
816.0,0.5436224477468925,0.020494381462655725
817.0,0.5213450977834795,0.0230526183030268
818.0,0.470364304019963,0.02561085514339788
819.0,0.45864437249808115,0.02816909198376895
820.0,0.4726265775256782,0.030727328824140022
821.0,0.45314567943989237,0.03328556566451109
822.0,0.43054314447090325,0.03584380250488217
823.0,0.4070244921856609,0.03844255077365916
824.0,0.4057439987246306,0.0410928590422255
825.0,0.4220026447398206,0.041617214080217214
826.0,0.33646786721189353,0.04001561588763432
827.0,0.2627104171944995,0.03841401769505142
828.0,0.29323613942503807,0.03681241950246852
829.0,0.29318429968369,0.035210821309885613
830.0,0.26483454678455715,0.03360922311730272
831.0,0.2678979892013124,0.03207105046488583
832.0,0.27656861135450983,0.030562725125488223
833.0,0.2834617917496408,0.02905439978609063
834.0,0.2714915012548744,0.027635613399581562
835.0,0.23950935741964663,0.026243572414584665
836.0,0.28322312962983026,0.024851531429587757
