raman_shift,raw_intensity,baseline,baseline_corrected,smoothed,normalized
200.0,1426.5012448919529,1397.9661151248224,28.535129767130456,31.630199510155258,0.10070749572262282
200.839100642937,1429.0,1397.8111444061851,31.18885559381488,21.836836888103793,0.08109452761689362
202.752477416265,1413.6,1397.6561765410577,15.943823458942234,17.32773669210227,0.07206424437887853
204.665128695269,1394.7,1397.5012175018353,-2.8012175018352536,16.843193286515692,0.07109385915713533
206.577054818363,1432.13333333334,1397.3462748552959,34.78705847804417,19.12350103570907,0.0756605851002219
208.488256123717,1428.53333333333,1397.1913284361638,31.342004897166134,22.908954304047505,0.08324163535669629
210.398732949297,1414.2,1397.036361557869,17.16363844213106,26.301250705778124,0.09003531835404716
212.308485632848,1419.23333333333,1396.8813606680421,22.351972665287803,29.230535628407672,0.09590173768082298
214.217514511893,1443.5,1396.7263139306772,46.77368606932282,26.263515709584595,0.08995974724477902
216.125819923733,1413.46666666667,1396.571211744966,16.895454921704186,20.914265520832416,0.07924691270668803
218.033402205458,1419.73333333333,1396.4160491874684,23.31728414586155,19.62428283109632,0.07666349061489615
219.940261693931,1402.73333333333,1396.2608230242893,6.472510309040672,18.621621204449887,0.07465548057144329
221.8463987258,1400.66666666667,1396.1055323532612,4.561134313408729,18.868597976805844,0.0751500959294171
223.751813637493,1426.63333333333,1395.950176919468,30.68315641386198,16.755422949807514,0.07091808328924185
225.656506765223,1414.4,1395.7947569241069,18.605243075893213,13.782709849559556,0.06496469123456948
227.560478444981,1414.76666666667,1395.6392756366909,19.127391029979208,11.017110790838268,0.05942608225773033
229.463729012537,1418.93333333333,1395.4837381872578,23.44959514607217,15.044632787123026,0.06749191863147924
231.366258803453,1388.03333333333,1395.328151618584,-7.294818285253996,18.312373455924938,0.07403615639621758
233.268068153067,1387.26666666667,1395.1725253184045,-7.905858651734434,16.01259911472695,0.06943044510531451
235.169157396496,1432.63333333333,1395.0167964557547,37.6165368775753,16.69602694020588,0.07079913210905157
237.069526868645,1437.43333333333,1394.8608239316693,42.57250940166068,15.009208717250582,0.06742097556734528
238.9691769042,1410.3,1394.704470408835,15.595529591164905,11.183186078940343,0.059758677858894084
240.868107837636,1385.1,1394.5476028071903,-9.447602807190378,9.735510988226121,0.05685944840345613
242.766320003197,1395.36666666667,1394.390089606226,0.9765770604440149,5.449269740506473,0.04827548024774859
244.66381373492,1388.6,1394.2317057541663,-5.631705754166433,-0.9482898554388021,0.03546321778467516
246.560589366629,1388.96666666667,1394.0722262968939,-5.105559630223752,-0.9349405595053917,0.035489952148088436
248.456647231922,1407.36666666667,1393.9113705264037,13.455296140266228,5.2827543727357344,0.04794200330798455
250.351987664188,1412.26666666667,1393.7488071896503,18.517859477019783,9.364851428534852,0.05611713604325215
252.246610996595,1406.4,1393.584206379117,12.815793620883142,14.186190197796947,0.06577273312035138
254.140517562102,1406.76666666667,1393.4172400390735,13.349426627596586,21.032182483103092,0.07948306260835018
256.033707693441,1416.16666666667,1393.247581395369,22.9190852713009,24.802541772297282,0.08703388445983547
257.926181723144,1413.73333333333,1393.0749050087957,20.65842832453427,27.890682162002417,0.09321844039907154
259.817939983512,1440.16666666667,1392.8988877320542,47.26777893461576,30.069420549296243,0.09758175544721487
261.708982806638,1427.86666666667,1392.719208483688,35.147458182982064,30.787095517710892,0.09901902850745087
263.599310524403,1420.73333333333,1392.5355509090186,28.1977824243113,32.120869372665084,0.10169015027502126
265.488923468469,1429.06666666667,1392.3476021681138,36.719064498556236,34.14230693527351,0.10573844216139451
267.377821970284,1418.06666666667,1392.1550522408193,25.911614425850757,37.41683150842637,0.11229626591337771
269.26600636108,1431.03333333333,1391.957594778886,39.07573855444389,46.81102848194607,0.13110983309465543
271.153476971878,1457.8,1391.754926025227,66.045073974773,63.851852464348525,0.16523714463825612
273.040234133483,1468.33333333333,1391.5467461303285,76.78658720300155,79.29678951358143,0.196168405884472
274.926278176486,1483.7,1391.332761849186,92.36723815081405,100.81567361475979,0.23926383733484805
276.811609431265,1517.83333333333,1391.1126876154526,126.72064571787746,109.25976050475225,0.2561746383790696
278.69622822798,1502.33333333333,1390.8862470995061,111.44708623382394,103.37819793675928,0.2443957526674188
280.580134896583,1489.6,1390.6531766437893,98.94682335621064,88.23589585377778,0.2140705723118872
282.463329766813,1496.3,1390.4132237354538,105.88677626454614,71.43543839867039,0.18042463792294308
284.345813168189,1397.1,1390.1661457563337,6.9338542436662465,56.566114177423124,0.1506461447781667
286.227585430024,1409.3,1389.9117106769404,19.388289323059553,44.57874311401664,0.12663928059765062
288.108646881416,1424.4,1389.6496871611705,34.750312838829586,38.75071290239375,0.11496760304714226
289.988997851247,1444.23333333333,1389.37984581175,54.85348752157984,35.99678051599645,0.10945235867764186
291.868638668191,1454.8,1389.1019607064356,65.6980392935643,40.840867662365284,0.11915351346682326
293.747569660709,1439.43333333333,1388.815811408332,50.61752192499807,54.52577356824252,0.14655999614495077
295.625791157048,1425.6,1388.5211840503482,37.0788159496517,56.457696639689374,0.1504290191807865
297.503303485239,1438.63333333333,1388.2178698271462,50.41546350618387,53.10172648908386,0.14370808602761206
299.380106973114,1457.03333333333,1387.9056636412686,69.12766969206132,51.94058500067456,0.14138269158881817
301.256201948281,1445.53333333333,1387.5843654368045,57.948967896525346,53.56623505777988,0.14463834788906496
303.131588738137,1443.56666666667,1387.2537820706098,56.31288459606026,66.00676488579569,0.16955274390926825
305.006267669878,1441.2,1386.913726194437,54.28627380556304,78.37906854230133,0.19433050476365096
