Dataset,RamanShift,Intensity,Intensity_norm
Glycerol-Phosphate,3356.16,0.021728696,0.000368845797351077
Glycerol-Phosphate,3364.7999999999997,0.024599595,0.0004175794641467931
Glycerol-Phosphate,3373.44,0.028079265,0.00047664705180454407
Glycerol-Phosphate,3382.08,0.032352755,0.0005491897771720422
Glycerol-Phosphate,3390.72,0.037681135,0.0006396393177100262
Glycerol-Phosphate,3399.3599999999997,0.051792919,0.0008791876192521975
Glycerol-Phosphate,3408.0,0.061489592,0.0010437891712430608
Glycerol-Phosphate,3416.64,0.085948611,0.0014589823501379258
Glycerol-Phosphate,3425.2799999999997,0.104722912,0.001777677131548376
Glycerol-Phosphate,3433.92,0.130773892,0.0022198939350729393
Glycerol-Phosphate,3442.56,0.17597378,0.002987164494223814
Glycerol-Phosphate,3451.2,0.235152117,0.003991719986034079
Glycerol-Phosphate,3459.8399999999997,0.333609018,0.0056630312397817064
Glycerol-Phosphate,3468.48,0.518089447,0.008794596563820194
Glycerol-Phosphate,3477.12,0.934901541,0.015870004547668008
Glycerol-Phosphate,3485.7599999999998,2.2502473,0.038198070404483
Glycerol-Phosphate,3494.4,10.67080229,0.18113744971307752
Glycerol-Phosphate,3503.04,17.30574137,0.2937659017535691
Glycerol-Phosphate,3511.68,3.05831161,0.05191500605183607
Glycerol-Phosphate,3520.3199999999997,1.396191907,0.023700433619787204
Glycerol-Phosphate,3528.96,1.218409862,0.020682573728759687
Glycerol-Phosphate,3537.6,2.200258294,0.03734950430659762
Glycerol-Phosphate,3546.24,11.19351987,0.19001060908649436
Glycerol-Phosphate,3554.8799999999997,5.158596818,0.08756746178178106
Glycerol-Phosphate,3563.52,17.82643697,0.30260473790642417
Glycerol-Phosphate,3572.16,3.819962376,0.06484406926337571
Glycerol-Phosphate,3580.7999999999997,2.300875928,0.03905749412063473
Glycerol-Phosphate,3589.44,8.950921047,0.15194237199541344
Glycerol-Phosphate,3598.08,3.230262308,0.05483387851012276
Glycerol-Phosphate,3606.72,0.898262879,0.015248061265877577
Glycerol-Phosphate,3615.3599999999997,0.447366668,0.0075940735406650525
Glycerol-Phosphate,3624.0,0.280705896,0.004764997864173189
Glycerol-Phosphate,3632.64,0.197684443,0.0033557041804183063
Glycerol-Phosphate,3641.2799999999997,0.149009061,0.0025294369214369917
Glycerol-Phosphate,3649.92,0.117444663,0.001993629547252331
Glycerol-Phosphate,3658.56,0.077811017,0.0013208462490369053
Glycerol-Phosphate,3667.2,0.063625916,0.0010800533874288937
