frequency_scaled_cm-1,raman_activity,stick_intensity_normalized
404.20599999999996,0.6300425834,0.02332700028233536
412.909,0.3383451445,0.01252705370911013
421.61199999999997,0.3722489376,0.013782324086150394
430.315,1.2038070335,0.04457033183184646
439.018,1.2528025462,0.04638436530942246
447.721,0.433962839,0.016067249317097597
456.424,0.519190039,0.019222742248597526
465.127,1.5338532425,0.056790121752996595
473.83,5.5189008981,0.2043344469090049
482.53299999999996,1.9650211682,0.07275389085295336
491.236,1.6008716193,0.0592714424378601
499.93899999999996,1.4512008101,0.05372995825813257
508.642,0.4208581229,0.015582053991862658
517.345,0.3336593778,0.012353565624314342
526.048,0.6766909711,0.02505413267261943
534.751,3.3036241138,0.12231497150473801
543.454,0.6696853788,0.02479475424667536
552.157,0.5048216191,0.018690758944778167
560.86,2.2058165979,0.08166921690327342
569.563,0.7892363261,0.029221066141930284
578.266,0.2458949757,0.009104134099356731
586.9689999999999,0.158480483,0.005867657788677725
595.672,0.1554029593,0.005753714067871767
604.375,0.2338041494,0.008656477518762234
613.078,0.6653801053,0.024635353725510477
621.781,3.4418718102,0.12743352085032658
630.484,0.6370913913,0.02358797874348334
639.187,0.4077902878,0.015098224166548008
647.89,1.3553879853,0.050182538051866954
656.593,1.0995643756,0.040710801421787055
665.2959999999999,0.3047558437,0.011283427246567364
673.999,0.2737049695,0.010133784713960483
682.702,0.8492598645,0.03144340655842659
691.405,1.0844726068,0.040152036499646805
700.108,0.3170400034,0.011738241896148324
708.8109999999999,0.3800101466,0.014069678828995328
717.514,1.4985336539,0.05548243228096437
726.217,1.6995123955,0.062923566079805
734.92,0.3676632806,0.013612542511139327
743.6229999999999,0.2030836065,0.007519065331423096
752.326,0.1776336195,0.00657679274608338
761.029,0.2098815896,0.007770757134280703
769.732,0.3266816318,0.012095218193203125
778.435,0.75415999,0.02792238296770344
787.1379999999999,4.045308176,0.14977543970829568
795.841,2.9488375116,0.1091791813411168
804.544,0.7403467947,0.027410956567087464
813.247,0.5157925846,0.01909695325935121
821.9499999999999,0.7425073344,0.027490949430299855
830.653,2.5335284938,0.09380258009109244
839.356,5.4903680886,0.20327803441753406
848.059,1.9528610399,0.07230366840170796
856.762,5.6140309365,0.20785658730250037
865.4649999999999,7.0069953034,0.2594303714181843
874.168,1.307581491,0.04841252736462812
882.871,0.7687675873,0.02846322169086163
891.574,1.8648694339,0.06904582477004663
900.2769999999999,1.9468350453,0.07208055907316546
908.98,0.480343292,0.017784461563906884
917.683,0.2787306521,0.010319858008874102
926.386,0.2479797359,0.009181321265836123
935.0889999999999,0.2978212864,0.011026678854701492
943.7919999999999,0.5545506392,0.020531950153875357
952.495,2.5685088708,0.09509771042934952
961.198,1.9330297594,0.07156942551398734
969.901,0.6776520467,0.02508971599886313
978.6039999999999,1.0588106756,0.039201916790091204
987.307,2.8513518477,0.10556982513372026
996.01,4.8073429476,0.17798938238552736
1004.713,1.1029734095,0.04083701913602257
1013.4159999999999,0.9379415703,0.03472680077770466
1022.1189999999999,3.3000644029,0.1221831750526296
1030.822,3.6771448103,0.1361443818053777
1039.5249999999999,1.6371558157,0.06061484601401131
1048.228,4.8817553812,0.18074446419321913
1056.931,5.2131714938,0.1930149740855362
1065.634,3.0387256575,0.11250724338014993
1074.337,3.100992713,0.11481264885511056
1083.04,6.6073370484,0.24463323155358596
1091.743,1.2129322512,0.04490818829023941
1100.446,0.5965643536,0.022087486166031765
1109.149,0.5414828646,0.020048122568541864
1117.8519999999999,0.9458796813,0.035020705225462676
1126.555,4.8107842748,0.17811679574246714
1135.258,2.7855329818,0.1031329157185712
1143.961,3.1066083725,0.11502056573913304
1152.664,1.2697790927,0.04701291314957242
1161.367,0.6458187492,0.023911104648876455
1170.07,1.6161293711,0.05983635279459457
1178.773,1.4729061703,0.054533587975954576
1187.4759999999999,2.6901105657,0.09959995019218766
1196.1789999999999,0.6426510975,0.02379382398555766
1204.882,0.3344413913,0.012382519269061412
1213.585,0.349585935,0.012943238154536258
1222.288,0.6994934406,0.025898382293960884
1230.991,3.5807068579,0.1325738165735441
1239.694,1.5842277474,0.058655211702446516
1248.397,1.4244467176,0.0527394018421944
1257.1,0.7442329213,0.02755483839140193
1265.8029999999999,2.4786491549,0.09177070099633937
1274.5059999999999,1.7780565912,0.06583162423895719
1283.209,1.6838316946,0.06234299625173468
1291.912,0.70407498,0.02606801141696491
1300.615,1.0976137491,0.04063858048606763
1309.318,3.5622245598,0.1318895190603978
1318.021,5.3527139069,0.1981814596462667
1326.724,1.9744457354,0.07310283057151792
1335.427,5.5543045979,0.20564525055464672
1344.1299999999999,12.0145363136,0.4448319833669765
1352.8329999999999,8.1574487236,0.3020253133552773
1361.536,5.9710673542,0.22107567571958323
1370.239,2.6127715888,0.09673651463479066
1378.942,3.5957352659,0.13313023559488588
1387.645,0.9412097228,0.03484780243108309
1396.348,0.7828684091,0.02898529731364684
1405.051,2.5312489073,0.09371817958177743
1413.754,0.7114214166,0.02634000942655589
1422.4569999999999,1.0844873785,0.040152583414187426
1431.1599999999999,2.5240127542,0.09345026476164604
1439.863,0.4528827019,0.016767747440301194
1448.566,0.1952485354,0.007228975882586933
1457.269,0.1195748373,0.004427196410129673
1465.972,0.0840855403,0.003113223572498007
1474.675,0.0608763833,0.0022539165571370426
1483.378,0.0486543359,0.0018014015832888218
1492.081,0.0401578553,0.0014868237903315708
1500.7839999999999,0.0263184757,0.00097442792957181
1509.4869999999999,0.0182689732,0.0006763992692281523
1518.19,0.0134223501,0.0004969555595475074
1526.893,0.0115603243,0.00042801501884957887
1535.596,0.0088475994,0.0003275777846443739
1544.299,0.0083796687,0.00031025289286942635
1553.002,0.0279197619,0.0010337147216453308
1561.705,0.0291163979,0.0010780195496765033
1570.408,0.0325838357,0.001206399638055749
1579.1109999999999,0.0370024236,0.001369995566182698
1587.8139999999999,0.0407594352,0.0015090969745049617
1596.517,0.0483371891,0.00178965938730388
1605.22,0.0583236556,0.0021594031363817664
1613.923,0.0719207288,0.002662827728198546
1622.626,0.0912534272,0.0033786108719369295
1631.329,0.1204806024,0.004460731893762238
1640.032,0.169092787,0.006260572847003334
1648.735,0.2649935218,0.009811247875480733
1657.4379999999999,0.539116925,0.01996052488043108
1666.1409999999998,2.4062683875,0.08909084057728019
1674.844,1.5271020512,0.05654016239229539
1683.547,1.4291297378,0.05291278823925041
1692.25,4.0024823629,0.14818983616244663
1700.953,27.0091557326,1.0
1709.656,6.1397660959,0.22732165924347328
1718.359,1.5943851829,0.05903128549018584
1727.062,0.7032038646,0.02603575882052597
1735.7649999999999,0.3934768614,0.014568276968578998
1744.4679999999998,0.2511689834,0.009299401502463089
1753.171,0.1742380215,0.006451072489085434
1761.874,0.1279855876,0.004738600083138535
1770.577,0.0980152178,0.0036289626662300966
1779.28,0.0774846559,0.002868829246908898
1787.983,0.0628037456,0.0023252761479025425
1796.686,0.0519411665,0.0019230947836443146
