integration times(sec),20,Raman Shift,Dark Subtracted #1
laser_wavelength,784.92,-46.169047190162,37
laser_powerlevel,65,-44.161473544249,28.5
,,-42.1546698518468,26
,,-40.1486357454087,5.5
,,-38.1433708576169,26
,,-36.1388748214067,29.5
,,-34.1351472699553,30
,,-32.1321878366853,22.5
,,-30.1299961552522,43
,,-28.1285718595627,34.5
,,-26.127914583758,62.5
,,-24.1280239622283,64
,,-22.1288996296043,43.5
,,-20.1305412207475,76.5
,,-18.1329483707741,144.5
,,-16.136120715033,193.5
,,-14.1400578891189,457
,,-12.1447595288591,2158
,,-10.1502252703322,3477
,,-8.1564547498474,5004
,,-6.16344760395987,7247
,,-4.17120346946103,12228
,,-2.1797219833843,19666.5
,,-0.189002782999523,14692
,,1.80095449418513,7225
,,3.7901502104105,2095
,,5.77858472769731,1712.5
,,7.76625840781526,1121.5
,,9.75317161230305,102
,,11.7393247024465,116
,,13.7247180393133,120.5
,,15.7093519837217,75
,,17.6932268962537,76
,,19.6763431372528,43
,,21.6587010668318,62
,,23.6403010448576,45.5
,,25.6211434309644,59.5
,,27.60122858455,48
,,29.5805568647775,98
,,31.5591286305698,238.5
,,33.5369442406154,257
,,35.5140040533643,389
,,37.4903084270354,638
,,39.4658577196114,919
,,41.4406522888366,1138
,,43.4146924922206,1258.5
,,45.3879786870384,1264
,,47.3605112303303,1329
,,49.3322904789075,1346.5
,,51.3033167893354,1372
,,53.2735905179561,1376
,,55.2431120208676,1519
,,57.2118816539387,1610.5
,,59.179899772811,1808.5
,,61.1471667328824,2014
,,63.1136828893214,2194.5
,,65.0794485970673,2329
,,67.0444642108196,2440.5
,,69.0087300850446,2465
,,70.9722465739851,2329
,,72.9350140316456,2287
,,74.8970328117921,2247
,,76.8583032679744,2254.5
,,78.8188257534912,2336
,,80.7786006214246,2419.5
,,82.7376282246223,2535.5
,,84.6959089156935,2608.5
,,86.6534430470238,2659
,,88.6102309707621,2690
,,90.566273038834,2730
,,92.5215696029263,2674.5
,,94.4761210145007,2604.5
,,96.4299276247893,2546
