raman_shift_cm-1,intensity_norm
1149.0,0.11396306495797533
1150.0,0.12486412117422255
1151.0,0.1394481630080485
1152.0,0.15804515785971654
1153.0,0.1802216139559983
1154.0,0.20382449479728984
1155.0,0.2241702925880452
1156.0,0.23503728512241603
1157.0,0.2325086661472424
1158.0,0.21837015701621917
1159.0,0.1985752599958764
1160.0,0.1789259061519214
1161.0,0.16281117183877794
1162.0,0.15151325023569645
1163.0,0.14525045717267684
1164.0,0.14394171575102355
1165.0,0.14758679636269187
1166.0,0.15639684221980676
1167.0,0.17075079734920387
1168.0,0.1909306176159848
1169.0,0.21646854197046858
1170.0,0.24496170221162455
1171.0,0.27080983828893673
1172.0,0.2857822533548483
1173.0,0.28341038848485395
1174.0,0.2642340946324423
1175.0,0.2352745469182961
1176.0,0.20447034598060893
1177.0,0.1768135247815226
1178.0,0.15420224903525634
1179.0,0.1367591204763443
1180.0,0.12393119641660794
1181.0,0.11506438560375011
1182.0,0.10963386891625507
1183.0,0.10731466570306505
1184.0,0.10799214400763851
1185.0,0.11175091384944402
1186.0,0.1188413488041257
1187.0,0.12958551270259458
1188.0,0.14413244778067283
1189.0,0.16192416950848018
1190.0,0.18083180529166407
1191.0,0.19650771738165407
1192.0,0.2034648559501352
1193.0,0.1985810397820032
1194.0,0.1837992186435985
1195.0,0.16440007803906656
1196.0,0.14524015009711766
1197.0,0.12900259226722033
1198.0,0.11657671910262515
1199.0,0.10795989185289433
1200.0,0.10288407734197794
1201.0,0.1011149532928564
1202.0,0.10254998566283147
1203.0,0.10719295087984097
1204.0,0.1149984650188169
1205.0,0.12551386698487493
1206.0,0.13728223465450154
1207.0,0.14733235732889122
1208.0,0.151764303769157
1209.0,0.14807858989555378
1210.0,0.13725340977770747
1211.0,0.12281917976454727
1212.0,0.10821542271378544
1213.0,0.09539146033188828
1214.0,0.08497667069796969
1215.0,0.07690397128227629
1216.0,0.07086331803985711
1217.0,0.06652258543175178
1218.0,0.0636096440451084
1219.0,0.061932912044542654
1220.0,0.06138037752510148
1221.0,0.06191372950920061
1222.0,0.06356238133327276
1223.0,0.06641493614789346
1224.0,0.07059739861448469
1225.0,0.07621389455800268
1226.0,0.08320899167240177
1227.0,0.09112252219611985
1228.0,0.09884317590674233
1229.0,0.10476973577511409
1230.0,0.10776248622551024
1231.0,0.10819654248130985
1232.0,0.10778216115961475
1233.0,0.10842362555800603
1234.0,0.11149228506354619
1235.0,0.11784508311755809
1236.0,0.12809388706642705
1237.0,0.1427523001459344
1238.0,0.16210737267819195
1239.0,0.18569214093814315
1240.0,0.21130501225260054
1241.0,0.23410428207259204
1242.0,0.24748812610081164
1243.0,0.24703470833439997
1244.0,0.2343061844800786
1245.0,0.21555131237006786
1246.0,0.19713498272138258
1247.0,0.18295235976880178
1248.0,0.17465480950584836
1249.0,0.17276161897339176
1250.0,0.17749336393825088
1251.0,0.1891524551561385
1252.0,0.20812809425501214
1253.0,0.2344912574278094
1254.0,0.2669937888720231
1255.0,0.3014421042072557
1256.0,0.32952107292534166
1257.0,0.3409208611222051
1258.0,0.3299362453323175
1259.0,0.3003328632587451
1260.0,0.26191179807823356
1261.0,0.22350710967872336
1262.0,0.18984075490218394
1263.0,0.16227596856133408
1264.0,0.1404771303191142
1265.0,0.12353934654956451
1266.0,0.11051719839167487
1267.0,0.10061011184097345
1268.0,0.09319817385401427
1269.0,0.08782575112743615
1270.0,0.08417347810185183
1271.0,0.08203317652748686
1272.0,0.08128990417654726
1273.0,0.08191174669396047
1274.0,0.0839470391083029
1275.0,0.08752862887451313
1276.0,0.09288463219929763
1277.0,0.10035393826072393
1278.0,0.11040071326982809
1279.0,0.12361180558152278
1280.0,0.1406388637648728
1281.0,0.16201282612279785
1282.0,0.18774766137351548
1283.0,0.21678475265143454
1284.0,0.24668595960672596
1285.0,0.2739834603469419
1286.0,0.2945197718090491
1287.0,0.3033061923195412
1288.0,0.296241256856171
1289.0,0.2740406395587639
1290.0,0.24288281375141815
