integration times(sec),20,Raman Shift,Dark Subtracted #1
laser_wavelength,784.92,-46.169047190162,14
laser_powerlevel,50,-44.161473544249,23
,,-42.1546698518468,27.5
,,-40.1486357454087,10.5
,,-38.1433708576169,19
,,-36.1388748214067,18.5
,,-34.1351472699553,8.5
,,-32.1321878366853,22.5
,,-30.1299961552522,21.5
,,-28.1285718595627,16
,,-26.127914583758,53
,,-24.1280239622283,38.5
,,-22.1288996296043,27.5
,,-20.1305412207475,63.5
,,-18.1329483707741,79.5
,,-16.136120715033,141.5
,,-14.1400578891189,324
,,-12.1447595288591,1571.5
,,-10.1502252703322,2555
,,-8.1564547498474,3661.5
,,-6.16344760395987,5319.5
,,-4.17120346946103,8916.5
,,-2.1797219833843,14315
,,-0.189002782999523,10931
,,1.80095449418513,5307.5
,,3.7901502104105,1546.5
,,5.77858472769731,1262
,,7.76625840781526,814.5
,,9.75317161230305,69.5
,,11.7393247024465,98.5
,,13.7247180393133,75.5
,,15.7093519837217,28.5
,,17.6932268962537,55.5
,,19.6763431372528,39
,,21.6587010668318,41.5
,,23.6403010448576,22
,,25.6211434309644,13
,,27.60122858455,46
,,29.5805568647775,84
,,31.5591286305698,213
,,33.5369442406154,239.5
,,35.5140040533643,313.5
,,37.4903084270354,531.5
,,39.4658577196114,767
,,41.4406522888366,930.5
,,43.4146924922206,1027.5
,,45.3879786870384,1054.5
,,47.3605112303303,1107.5
,,49.3322904789075,1119.5
,,51.3033167893354,1112.5
,,53.2735905179561,1105.5
,,55.2431120208676,1183.5
,,57.2118816539387,1267.5
,,59.179899772811,1386.5
,,61.1471667328824,1571
,,63.1136828893214,1702
,,65.0794485970673,1801
,,67.0444642108196,1874.5
,,69.0087300850446,1909.5
,,70.9722465739851,1828.5
,,72.9350140316456,1780
,,74.8970328117921,1744.5
,,76.8583032679744,1719
,,78.8188257534912,1792
,,80.7786006214246,1905.5
,,82.7376282246223,1975
,,84.6959089156935,1975.5
,,86.6534430470238,2047
,,88.6102309707621,2065
,,90.566273038834,2090
,,92.5215696029263,2041
,,94.4761210145007,1994
,,96.4299276247893,1965
,,98.3829897847845,1870.5
,,100.335307845264,1818.5
,,102.286882156764,1803.5
,,104.237713069599,1820
,,106.187800933843,1786.5
,,108.137146099358,1728
,,110.085748915759,1655.5
,,112.033609732445,1629.5
,,113.980728898583,1553.5
,,115.927106763107,1495
,,117.87274367473,1415.5
,,119.817639981929,1364
,,121.761796032959,1245
,,123.705212175848,1213
,,125.647888758393,1157
,,127.589826128164,1115
,,129.531024632504,1039.5
,,131.471484618531,1015
,,133.411206433135,1011
,,135.35019042298,1000
,,137.288436934499,1006.5
,,139.225946313907,984
,,141.162718907186,1016.5
,,143.098755060095,986
,,145.034055118169,971
,,146.968619426712,966.5
,,148.902448330808,954.5
,,150.835542175313,945.5
,,152.767901304856,943.5
,,154.699526063849,886.5
,,156.63041679647,895.5
,,158.560573846682,917.5
,,160.489997558212,866
,,162.418688274569,888.5
,,164.346646339047,840.5
,,166.273872094696,814.5
,,168.200365884364,824
,,170.126128050659,826.5
,,172.051158935974,836.5
,,173.975458882476,872.5
,,175.899028232114,850
,,177.821867326607,842.5
,,179.743976507454,850
,,181.665356115935,864
,,183.5860064931,865
,,185.505927979792,858
,,187.425120916616,818.5
,,189.343585643961,826
,,191.261322501998,850
,,193.178331830672,815.5
,,195.094613969706,830.5
,,197.01016925861,824
,,198.924998036668,812
,,200.839100642937,816.5
,,202.752477416265,893
,,204.665128695269,845.5
,,206.577054818363,839
,,208.488256123717,853
,,210.398732949297,836.5
,,212.308485632848,807.5
,,214.217514511893,831
,,216.125819923733,828.5
,,218.033402205458,850
,,219.940261693931,820.5
,,221.8463987258,850
,,223.751813637493,933
,,225.656506765223,963
,,227.560478444981,987
,,229.463729012537,1055
,,231.366258803453,1072.5
,,233.268068153067,1070
,,235.169157396496,1060
,,237.069526868645,994
,,238.9691769042,947
,,240.868107837636,845
,,242.766320003197,826
,,244.66381373492,837.5
,,246.560589366629,861.5
,,248.456647231922,845
,,250.351987664188,854
,,252.246610996595,841
,,254.140517562102,907
,,256.033707693441,882.5
,,257.926181723144,858.5
,,259.817939983512,851.5
,,261.708982806638,846.5
,,263.599310524403,852
,,265.488923468469,832.5
,,267.377821970284,818.5
,,269.26600636108,801.5
,,271.153476971878,812
,,273.040234133483,810.5
,,274.926278176486,853
,,276.811609431265,877
,,278.69622822798,987.5
,,280.580134896583,1033.5
,,282.463329766813,985.5
,,284.345813168189,992
,,286.227585430024,976
,,288.108646881416,982.5
,,289.988997851247,931
,,291.868638668191,913.5
,,293.747569660709,923
,,295.625791157048,866.5
,,297.503303485239,831.5
,,299.380106973114,832
,,301.256201948281,806.5
,,303.131588738137,826.5
,,305.006267669878,837.5
,,306.880239070475,836
,,308.753503266698,819
,,310.626060585104,854
,,312.49791135204,902.5
,,314.369055893634,947.5
,,316.239494535816,1005.5
,,318.109227604295,972
,,319.978255424579,962.5
,,321.846578321964,922
,,323.714196621529,858.5
,,325.581110648151,802.5
,,327.447320726491,821
,,329.312827181013,854.5
,,331.177630335957,867.5
,,333.041730515366,960
,,334.905128043067,875
,,336.767823242679,856.5
,,338.629816437613,782.5
,,340.491107951078,744
,,342.351698106067,731.5
,,344.211587225367,714.5
,,346.070775631559,749.5
,,347.929263647009,749
,,349.787051593894,716
,,351.644139794162,728.5
,,353.500528569564,737.5
,,355.356218241648,762
,,357.211209131747,801
,,359.065501560986,808
,,360.919095850299,859
,,362.771992320395,906
,,364.624191291785,936.5
,,366.475693084774,983.5
,,368.326498019464,945.5
,,370.176606415744,861
,,372.026018593304,792
,,373.874734871624,778
,,375.722755569981,755
,,377.570081007447,781
,,379.416711502885,769
,,381.262647374964,744.5
,,383.107888942135,759.5
,,384.952436522655,764
,,386.79629043457,731
,,388.639450995721,680.5
,,390.481918523754,647
,,392.323693336104,666.5
,,394.164775750001,683.5
,,396.005166082479,628.5
,,397.844864650357,622.5
,,399.683871770265,650.5
,,401.522187758617,637
,,403.359812931632,627.5
,,405.196747605327,613.5
,,407.032992095506,645
,,408.868546717782,636.5
,,410.703411787561,683.5
,,412.537587620049,647.5
,,414.371074530249,644
,,416.203872832957,622.5
,,418.035982842777,643.5
,,419.867404874105,668.5
,,421.698139241136,647.5
,,423.528186257867,627
,,425.357546238092,669
,,427.186219495403,646.5
,,429.014206343187,632
,,430.841507094647,673
,,432.668122062767,647
,,434.494051560343,597
,,436.319295899961,623.5
,,438.14385539401,636.5
,,439.967730354691,606
,,441.790921093985,615.5
,,443.613427923692,622.5
,,445.435251155401,604
,,447.256391100504,638.5
,,449.076848070199,625.5
,,450.89662237548,697
,,452.715714327145,734
,,454.534124235792,770.5
,,456.351852411821,823
,,458.16889916543,890.5
,,459.985264806626,842
,,461.800949645216,787
