raman_shift (cm-1),normalized_intensity
200.839100642937,0.009342873641482431
202.752477416265,0.010107943694157469
204.665128695269,0.004700230683767382
206.577054818363,0.0
208.488256123717,0.0
210.398732949297,0.0
212.308485632848,0.0
214.217514511893,0.0
216.125819923733,0.0
218.033402205458,0.012985068587135225
219.940261693931,0.06154635472030709
221.8463987258,0.14119511691248243
223.751813637493,0.25517749888389063
225.656506765223,0.38871843160420166
227.560478444981,0.516656507421407
229.463729012537,0.6233021670443806
231.366258803453,0.6837433011575825
233.268068153067,0.6663798783121461
235.169157396496,0.603328210993818
237.069526868645,0.4963540820881526
238.9691769042,0.37699176973750376
240.868107837636,0.268428310137892
242.766320003197,0.19944157654235642
244.66381373492,0.15477190419838438
246.560589366629,0.13797950343409723
248.456647231922,0.14209155665887005
250.351987664188,0.16629171468650403
252.246610996595,0.19164787591746096
254.140517562102,0.22863950932442642
256.033707693441,0.24305329651118318
257.926181723144,0.23756425965996886
259.817939983512,0.22315057915732955
261.708982806638,0.20767549569779065
263.599310524403,0.1648441018908986
265.488923468469,0.11861414267879604
267.377821970284,0.0819979459396677
269.26600636108,0.07232241820913198
271.153476971878,0.10198862006405425
273.040234133483,0.16394853266511694
274.926278176486,0.2557881960504857
276.811609431265,0.36082141830509185
278.69622822798,0.4678680970739469
280.580134896583,0.5503919332557463
282.463329766813,0.5875582952181126
284.345813168189,0.6032969841697651
286.227585430024,0.5943771751984381
288.108646881416,0.5645084917245231
289.988997851247,0.5098487418282319
291.868638668191,0.4567496608076591
293.747569660709,0.4232516005031867
295.625791157048,0.3843141615973608
297.503303485239,0.33085779038128893
299.380106973114,0.29313135713958527
301.256201948281,0.2567056008007318
303.131588738137,0.25802167129089104
305.006267669878,0.27083280591274617
306.880239070475,0.3003249942421677
308.753503266698,0.34730440854728756
310.626060585104,0.42382903025965973
312.49791135204,0.5227815726600267
314.369055893634,0.5982427318441197
316.239494535816,0.6336623590222623
318.109227604295,0.6399686615105169
319.978255424579,0.5888656403627675
321.846578321964,0.527861670365366
323.714196621529,0.45988476870616785
325.581110648151,0.42315550043442135
327.447320726491,0.4177134370047428
329.312827181013,0.43359321273009704
331.177630335957,0.45875769950629686
333.041730515366,0.4638950638680371
334.905128043067,0.4276298606398164
336.767823242679,0.3543877517597805
338.629816437613,0.26775165990441996
340.491107951078,0.1915636411412566
342.351698106067,0.13290451044254398
344.211587225367,0.1017597105091678
346.070775631559,0.0850600548472987
347.929263647009,0.07894254521949734
349.787051593894,0.1277919570349072
351.644139794162,0.09441187768009332
353.500528569564,0.06902571492099173
355.356218241648,0.08312660226005322
357.211209131747,0.15762249409111576
359.065501560986,0.279921727752112
360.919095850299,0.4268262627083573
362.771992320395,0.5682073017264806
364.624191291785,0.6699360029512123
366.475693084774,0.7162763046595855
368.326498019464,0.7277985342048586
370.176606415744,0.5871902398778757
372.026018593304,0.4703762031704662
373.874734871624,0.3699672845504855
375.722755569981,0.2961374681472942
377.570081007447,0.26929542488190905
379.416711502885,0.25892882597893385
381.262647374964,0.2397771520204442
383.107888942135,0.20529054321352389
384.952436522655,0.16362001941031873
386.79629043457,0.11988642361561896
388.639450995721,0.06995548426064806
390.481918523754,0.02932291915500083
392.323693336104,0.0
394.164775750001,0.0
396.005166082479,0.0
397.844864650357,0.0
399.683871770265,0.0
401.522187758617,0.0
403.359812931632,0.0
405.196747605327,0.0030254048730345823
407.032992095506,0.00843195121413483
408.868546717782,0.009782199970063625
410.703411787561,0.0
412.537587620049,0.0
414.371074530249,0.0
416.203872832957,0.0
418.035982842777,0.0
419.867404874105,0.0
421.698139241136,0.01522956135541063
423.528186257867,0.02074854404524223
425.357546238092,0.028028469325477617
427.186219495403,0.028831393643069074
429.014206343187,0.020070147385441398
430.841507094647,0.0087961122794835
432.668122062767,0.0
434.494051560343,0.0
436.319295899961,0.0
438.14385539401,0.0
439.967730354691,0.0
441.790921093985,0.0
443.613427923692,0.0
445.435251155401,0.0005089910145957438
447.256391100504,0.036379415133398554
449.076848070199,0.10048655294135768
450.89662237548,0.20812977019506115
452.715714327145,0.35208192431363355
454.534124235792,0.4849723931581549
456.351852411821,0.5644182968608031
458.16889916543,0.5935102417353316
459.985264806626,0.559610978667504
461.800949645216,0.4800620238322765
463.615953990806,0.35143221123565005
465.430278152804,0.2192357458800541
467.243922440422,0.1144700831702743
469.056887162678,0.06455156275680472
