wavenumber_cm-1,intensity_normalized
400.0,0.3017011752400716
401.0,0.327130155117615
402.0,0.3427697159167913
403.0,0.34756019734112414
404.0,0.341658422286518
405.0,0.32636277470139013
406.0,0.30383167503325176
407.0,0.2766745753359086
408.0,0.24752051945560674
409.0,0.21866123816875097
410.0,0.19183026573365788
411.0,0.16813263381142027
412.0,0.14809898600954846
413.0,0.13181539536626394
414.0,0.11907823969351443
415.0,0.10953639735084399
416.0,0.10280129217190913
417.0,0.09852087137458643
418.0,0.09642273539817989
419.0,0.09633490119309503
420.0,0.09819265980685953
421.0,0.10203889256132041
422.0,0.10802376267736959
423.0,0.11640764816019936
424.0,0.12756848366420775
425.0,0.14201208501861842
426.0,0.1603824550003243
427.0,0.1834683073663461
428.0,0.21220018943724084
429.0,0.2476272170659411
430.0,0.2908533730998363
431.0,0.3429050716010847
432.0,0.4045032473430075
433.0,0.47573386219127933
434.0,0.555653029938057
435.0,0.6419170508737702
436.0,0.7305709729495299
437.0,0.81613457202464
438.0,0.8920736069600868
439.0,0.9516406289151769
440.0,0.988943635026239
441.0,1.0
442.0,0.9835025002903691
443.0,0.9410847776983565
444.0,0.8770096893988077
445.0,0.7973680329323152
446.0,0.7090074077644147
447.0,0.6184655829340909
448.0,0.531146635963831
449.0,0.4508742717224227
450.0,0.37983086504733327
451.0,0.31878959954405256
452.0,0.26749910048641345
453.0,0.22508751732719456
454.0,0.1903972333768607
455.0,0.1622152445508644
456.0,0.13940590127945643
457.0,0.12097283237048301
458.0,0.1060782715569633
459.0,0.09403984811318698
460.0,0.08431600495732969
461.0,0.07648602178000213
462.0,0.0702289904210026
463.0,0.06530559277448143
464.0,0.06154516813475772
465.0,0.058838079580014684
466.0,0.0571309189104005
467.0,0.05642084132677578
468.0,0.056745607391680074
469.0,0.05816710580856909
470.0,0.06074742772004316
471.0,0.0645177677309747
472.0,0.06944209129052686
473.0,0.07538025250234441
474.0,0.08205878975649804
475.0,0.08906034178912968
476.0,0.09584213911725095
477.0,0.1017886648647766
478.0,0.10629383475966936
479.0,0.1088570194910051
480.0,0.10916957127270563
481.0,0.10716822174089456
482.0,0.10303996134484264
483.0,0.0971772118586748
484.0,0.09009689768754128
485.0,0.08234668490203319
486.0,0.07442275195871702
487.0,0.06671631296458701
488.0,0.05949442748611228
489.0,0.05290948307160404
490.0,0.04702517142548152
491.0,0.041846178867528595
