frequency_raw_cm-1,activity_raw
2856.0,0.0463141128
2864.0,0.0586320374
2872.0,0.0831943815
2880.0,0.1156173924
2888.0,0.1779410029
2896.0,0.3295438985
2904.0,0.9073492839
2912.0,4.9095801541
2920.0,1.5565574068
2928.0,0.6261380489
2936.0,0.7286970716
2944.0,2.4221542494
2952.0,3.7896762332
2960.0,0.8911427526
2968.0,0.5803753358
2976.0,0.7442652456
2984.0,1.7554017816
2992.0,9.3111050578
3000.0,3.889664178
3008.0,1.6519656294
3016.0,1.3418355223
3024.0,3.5742330241
3032.0,6.082258566
3040.0,1.2862449591
3048.0,0.786336625
3056.0,2.0496551563
3064.0,0.9879529943
3072.0,0.333360973
3080.0,0.1987623447
3088.0,0.1558036532
3096.0,0.1464150699
3104.0,0.1641499537
3112.0,0.2235409453
3120.0,0.4161342849
3128.0,1.2703594506
3136.0,6.68634127
3144.0,1.4954881109
3152.0,0.4386297282
3160.0,0.2008789382
3168.0,0.1172429489
3176.0,0.0774050391
3184.0,0.0555647075
3192.0,0.0368696537
3200.0,0.0284765334
3208.0,0.0226880253
3216.0,0.0185228954
3224.0,0.0140256583
3232.0,0.0117796881
3240.0,0.0100327519
3248.0,0.0086473115
3256.0,0.0075301275
3264.0,0.0066161832
3272.0,0.0058590243
3280.0,0.0052247454
3288.0,0.0089448661
3296.0,0.0089475383
3304.0,0.0052571243
3312.0,0.0058950091
3320.0,0.0066564055
3328.0,0.0075753736
3336.0,0.0086985719
3344.0,0.0100912898
3352.0,0.0118471382
3360.0,0.0141041671
3368.0,0.0170727875
3376.0,0.023507409
3384.0,0.0293841554
3392.0,0.0378817367
3400.0,0.0508612649
3408.0,0.0721967134
3416.0,0.1110809884
3424.0,0.1938761785
3432.0,0.4225396636
3440.0,1.4678874762
3448.0,6.7359743644
3456.0,1.2722955184
3464.0,0.3946134389
3472.0,0.1935112343
3480.0,0.1223717106
3488.0,0.0937891864
3496.0,0.0864826118
3504.0,0.0978362606
3512.0,0.141418577
3520.0,0.2852777918
3528.0,1.0308299571
3536.0,3.4306835335
3544.0,0.6037020757
3552.0,0.2085264709
3560.0,0.1082749336
3568.0,0.0711683914
3576.0,0.0585082917
3584.0,0.0494332327
3592.0,0.0449518226
3600.0,0.0433409589
3608.0,0.0396550512
3616.0,0.0425015628
3624.0,0.0473483974
3632.0,0.0546830297
3640.0,0.0654816903
3648.0,0.0815787881
3656.0,0.1065612257
3664.0,0.1481400195
3672.0,0.2256002105
3680.0,0.400240867
3688.0,0.9677173339
3696.0,4.5847859395
3704.0,5.7973915268
3712.0,1.7019016596
3720.0,1.7840797004
3728.0,5.7780839075
3736.0,6.5090420632
3744.0,1.2802155166
3752.0,0.5012343584
3760.0,0.270215451
3768.0,0.1708072726
3776.0,0.1185579735
3784.0,0.0874933023
3792.0,0.0674213855
3800.0,0.0536522454
3808.0,0.0437708701
3816.0,0.0364252621
3824.0,0.0308080217
3832.0,0.0264115357
3840.0,0.0229030099
3848.0,0.0200565324
3856.0,0.0177141728
3864.0,0.0128493313
3872.0,0.0092441729
3880.0,0.0082727666
3888.0,0.005887289
3896.0,0.0
3904.0,0.0
3912.0,0.0
3920.0,0.0
3928.0,0.0
3936.0,0.0
3944.0,0.0
3952.0,0.0
3960.0,0.0
3968.0,0.0
3976.0,0.0
3984.0,0.0
3992.0,0.0
