frequency_raw_cm-1,activity_raw
3816.0,4.5862041265
3824.0,11.2249867493
3832.0,2.3286649644
3840.0,0.9377414927
3848.0,0.5375852944
3856.0,0.3595762547
3864.0,0.2615143413
3872.0,0.2004700996
3880.0,0.1593706092
3888.0,0.130147367
3896.0,0.108513881
3904.0,0.0919928492
3912.0,0.0790588641
3920.0,0.0632564395
3928.0,0.0553624539
3936.0,0.048875606
3944.0,0.0434768652
3952.0,0.0264936491
3960.0,0.0168397734
3968.0,0.0085049512
3976.0,0.0076401911
3984.0,0.0
3992.0,0.0
