folder,filename,sample,power_pct,integration_s,accumulations,set_code,date_time,description,original_file
B_Replicates_May,NAM_P70_T10s_A5_R5_01.csv,NAM powder,70,10,5,R5,2026-05-30 01:15:11,Replicate set 5 - fresh spots (low SNR at 10 s),29-05-26/70p-5ac-10s-diifrentpoint/spot1.csv
B_Replicates_May,NAM_P70_T10s_A5_R5_02.csv,NAM powder,70,10,5,R5,2026-05-30 01:42:56,Replicate set 5 - fresh spots (low SNR at 10 s),29-05-26/70p-5ac-10s-diifrentpoint/spot10.csv
B_Replicates_May,NAM_P70_T10s_A5_R5_03.csv,NAM powder,70,10,5,R5,2026-05-30 01:17:09,Replicate set 5 - fresh spots (low SNR at 10 s),29-05-26/70p-5ac-10s-diifrentpoint/spot2.csv
B_Replicates_May,NAM_P70_T10s_A5_R5_04.csv,NAM powder,70,10,5,R5,2026-05-30 01:18:45,Replicate set 5 - fresh spots (low SNR at 10 s),29-05-26/70p-5ac-10s-diifrentpoint/spot3.csv
B_Replicates_May,NAM_P70_T10s_A5_R5_05.csv,NAM powder,70,10,5,R5,2026-05-30 01:20:14,Replicate set 5 - fresh spots (low SNR at 10 s),29-05-26/70p-5ac-10s-diifrentpoint/spot4.csv
B_Replicates_May,NAM_P70_T10s_A5_R5_06.csv,NAM powder,70,10,5,R5,2026-05-30 01:24:57,Replicate set 5 - fresh spots (low SNR at 10 s),29-05-26/70p-5ac-10s-diifrentpoint/spot5.csv
B_Replicates_May,NAM_P70_T10s_A5_R5_07.csv,NAM powder,70,10,5,R5,2026-05-30 01:27:31,Replicate set 5 - fresh spots (low SNR at 10 s),29-05-26/70p-5ac-10s-diifrentpoint/spot6.csv
B_Replicates_May,NAM_P70_T10s_A5_R5_08.csv,NAM powder,70,10,5,R5,2026-05-30 01:29:13,Replicate set 5 - fresh spots (low SNR at 10 s),29-05-26/70p-5ac-10s-diifrentpoint/spot7.csv
B_Replicates_May,NAM_P70_T10s_A5_R5_09.csv,NAM powder,70,10,5,R5,2026-05-30 01:32:52,Replicate set 5 - fresh spots (low SNR at 10 s),29-05-26/70p-5ac-10s-diifrentpoint/spot8.csv
B_Replicates_May,NAM_P70_T10s_A5_R5_10.csv,NAM powder,70,10,5,R5,2026-05-30 01:35:24,Replicate set 5 - fresh spots (low SNR at 10 s),29-05-26/70p-5ac-10s-diifrentpoint/spot9.csv
B_Replicates_May,NAM_P70_T10s_A5_R9_01.csv,NAM powder,70,10,5,R9,2026-05-29 17:52:23,Replicate set 9 - was MISFILED in folder named 'glass slide empty',29-05-26/glass slide empty/NAM-10S_70P_5AC_S1.csv
B_Replicates_May,NAM_P70_T10s_A5_R9_02.csv,NAM powder,70,10,5,R9,2026-05-29 17:53:59,Replicate set 9 - was MISFILED in folder named 'glass slide empty',29-05-26/glass slide empty/NAM-10S_70P_5AC_S2.csv
B_Replicates_May,NAM_P70_T10s_A5_R9_03.csv,NAM powder,70,10,5,R9,2026-05-29 17:55:31,Replicate set 9 - was MISFILED in folder named 'glass slide empty',29-05-26/glass slide empty/NAM-10S_70P_5AC_S3.csv
B_Replicates_May,NAM_P70_T10s_A5_R9_04.csv,NAM powder,70,10,5,R9,2026-05-29 17:58:47,Replicate set 9 - was MISFILED in folder named 'glass slide empty',29-05-26/glass slide empty/NAM-10S_70P_5AC_S4.csv
B_Replicates_May,NAM_P70_T10s_A5_R9_05.csv,NAM powder,70,10,5,R9,2026-05-29 18:00:19,Replicate set 9 - was MISFILED in folder named 'glass slide empty',29-05-26/glass slide empty/NAM-10S_70P_5AC_S5.csv
B_Replicates_May,NAM_P70_T30s_A5_R6_01.csv,NAM powder,70,30,5,R6,2026-05-30 02:06:12,"Replicate set 6 - fresh spots, 30 s",29-05-26/70p-5ac-30s-diifrentspot/spot1.csv
B_Replicates_May,NAM_P70_T30s_A5_R6_02.csv,NAM powder,70,30,5,R6,2026-05-30 02:14:47,"Replicate set 6 - fresh spots, 30 s",29-05-26/70p-5ac-30s-diifrentspot/spot2.csv
B_Replicates_May,NAM_P70_T30s_A5_R6_03.csv,NAM powder,70,30,5,R6,2026-05-30 02:24:58,"Replicate set 6 - fresh spots, 30 s",29-05-26/70p-5ac-30s-diifrentspot/spot3.csv
B_Replicates_May,NAM_P70_T60s_A5_R7_01.csv,NAM powder,70,60,5,R7,2026-05-30 04:40:46,"Replicate set 7 - fresh spots, 60 s",29-05-26/70p-60s-5ac-diifrentpoint/spot1.csv
B_Replicates_May,NAM_P70_T60s_A5_R7_02.csv,NAM powder,70,60,5,R7,2026-05-30 04:47:59,"Replicate set 7 - fresh spots, 60 s",29-05-26/70p-60s-5ac-diifrentpoint/spot2.csv
B_Replicates_May,NAM_P70_T60s_A5_R7_03.csv,NAM powder,70,60,5,R7,2026-05-30 04:54:55,"Replicate set 7 - fresh spots, 60 s",29-05-26/70p-60s-5ac-diifrentpoint/spot3.csv
B_Replicates_May,NAM_P80_T10s_A3_R9_01.csv,NAM powder,80,10,3,R9,2026-05-29 19:20:45,Replicate set 9 - was MISFILED in folder named 'glass slide empty',29-05-26/glass slide empty/NAM-10S_80P_3AC_S1.csv
B_Replicates_May,NAM_P80_T10s_A3_R9_02.csv,NAM powder,80,10,3,R9,2026-05-29 19:22:29,Replicate set 9 - was MISFILED in folder named 'glass slide empty',29-05-26/glass slide empty/NAM-10S_80P_3AC_S2.csv
B_Replicates_May,NAM_P80_T10s_A3_R9_03.csv,NAM powder,80,10,3,R9,2026-05-29 19:23:51,Replicate set 9 - was MISFILED in folder named 'glass slide empty',29-05-26/glass slide empty/NAM-10S_80P_3AC_S3.csv
B_Replicates_May,NAM_P80_T10s_A3_R9_04.csv,NAM powder,80,10,3,R9,2026-05-29 19:24:55,Replicate set 9 - was MISFILED in folder named 'glass slide empty',29-05-26/glass slide empty/NAM-10S_80P_3AC_S4.csv
B_Replicates_May,NAM_P80_T10s_A3_R9_05.csv,NAM powder,80,10,3,R9,2026-05-29 19:26:09,Replicate set 9 - was MISFILED in folder named 'glass slide empty',29-05-26/glass slide empty/NAM-10S_80P_3AC_S5.csv
B_Replicates_May,NAM_P80_T10s_A3_R9_06.csv,NAM powder,80,10,3,R9,2026-05-29 19:27:21,Replicate set 9 - was MISFILED in folder named 'glass slide empty',29-05-26/glass slide empty/NAM-10S_80P_3AC_S6.csv
B_Replicates_May,NAM_P80_T10s_A3_R9_07.csv,NAM powder,80,10,3,R9,2026-05-29 19:29:24,Replicate set 9 - was MISFILED in folder named 'glass slide empty',29-05-26/glass slide empty/NAM-10S_80P_3AC_S7.csv
B_Replicates_May,NAM_P80_T10s_A5_R9_01.csv,NAM powder,80,10,5,R9,2026-05-29 18:31:26,Replicate set 9 - was MISFILED in folder named 'glass slide empty',29-05-26/glass slide empty/NAM-10S_80P_5AC_S2.csv
B_Replicates_May,NAM_P80_T10s_A5_R9_02.csv,NAM powder,80,10,5,R9,2026-05-29 19:08:27,Replicate set 9 - was MISFILED in folder named 'glass slide empty',29-05-26/glass slide empty/NAM-10S_80P_5AC_S4.csv
B_Replicates_May,NAM_P80_T10s_A5_R9_03.csv,NAM powder,80,10,5,R9,2026-05-29 19:10:13,Replicate set 9 - was MISFILED in folder named 'glass slide empty',29-05-26/glass slide empty/NAM-10S_80P_5AC_S5.csv
B_Replicates_May,NAM_P80_T10s_A5_R9_04.csv,NAM powder,80,10,5,R9,2026-05-29 19:12:05,Replicate set 9 - was MISFILED in folder named 'glass slide empty',29-05-26/glass slide empty/NAM-10S_80P_5AC_S6.csv
B_Replicates_May,NAM_P90_T10s_A3_R3_01.csv,NAM powder,90,10,3,R3,2026-05-29 20:19:44,Replicate set 3 - fresh spots,29-05-26/NAM-90p-10s-3ac/NAM-samespot1.csv
B_Replicates_May,NAM_P90_T10s_A3_R3_02.csv,NAM powder,90,10,3,R3,2026-05-29 20:25:34,Replicate set 3 - fresh spots,29-05-26/NAM-90p-10s-3ac/NAM-samespot10.csv
B_Replicates_May,NAM_P90_T10s_A3_R3_03.csv,NAM powder,90,10,3,R3,2026-05-29 20:26:10,Replicate set 3 - fresh spots,29-05-26/NAM-90p-10s-3ac/NAM-samespot11.csv
B_Replicates_May,NAM_P90_T10s_A3_R3_04.csv,NAM powder,90,10,3,R3,2026-05-29 20:27:02,Replicate set 3 - fresh spots,29-05-26/NAM-90p-10s-3ac/NAM-samespot12.csv
B_Replicates_May,NAM_P90_T10s_A3_R3_05.csv,NAM powder,90,10,3,R3,2026-05-29 20:20:22,Replicate set 3 - fresh spots,29-05-26/NAM-90p-10s-3ac/NAM-samespot2.csv
B_Replicates_May,NAM_P90_T10s_A3_R3_06.csv,NAM powder,90,10,3,R3,2026-05-29 20:21:03,Replicate set 3 - fresh spots,29-05-26/NAM-90p-10s-3ac/NAM-samespot3.csv
B_Replicates_May,NAM_P90_T10s_A3_R3_07.csv,NAM powder,90,10,3,R3,2026-05-29 20:21:40,Replicate set 3 - fresh spots,29-05-26/NAM-90p-10s-3ac/NAM-samespot4.csv
B_Replicates_May,NAM_P90_T10s_A3_R3_08.csv,NAM powder,90,10,3,R3,2026-05-29 20:22:21,Replicate set 3 - fresh spots,29-05-26/NAM-90p-10s-3ac/NAM-samespot5.csv
B_Replicates_May,NAM_P90_T10s_A3_R3_09.csv,NAM powder,90,10,3,R3,2026-05-29 20:23:02,Replicate set 3 - fresh spots,29-05-26/NAM-90p-10s-3ac/NAM-samespot6.csv
B_Replicates_May,NAM_P90_T10s_A3_R3_10.csv,NAM powder,90,10,3,R3,2026-05-29 20:23:37,Replicate set 3 - fresh spots,29-05-26/NAM-90p-10s-3ac/NAM-samespot7.csv
B_Replicates_May,NAM_P90_T10s_A3_R3_11.csv,NAM powder,90,10,3,R3,2026-05-29 20:24:12,Replicate set 3 - fresh spots,29-05-26/NAM-90p-10s-3ac/NAM-samespot8.csv
B_Replicates_May,NAM_P90_T10s_A3_R3_12.csv,NAM powder,90,10,3,R3,2026-05-29 20:24:58,Replicate set 3 - fresh spots,29-05-26/NAM-90p-10s-3ac/NAM-samespot9.csv
B_Replicates_May,NAM_P90_T10s_A3_R9_01.csv,NAM powder,90,10,3,R9,2026-05-29 19:33:59,Replicate set 9 - was MISFILED in folder named 'glass slide empty',29-05-26/glass slide empty/NAM-10S_90P_3AC_S1.csv
B_Replicates_May,NAM_P90_T10s_A3_R9_02.csv,NAM powder,90,10,3,R9,2026-05-29 19:35:49,Replicate set 9 - was MISFILED in folder named 'glass slide empty',29-05-26/glass slide empty/NAM-10S_90P_3AC_S2.csv
B_Replicates_May,NAM_P90_T10s_A3_R9_03.csv,NAM powder,90,10,3,R9,2026-05-29 19:37:24,Replicate set 9 - was MISFILED in folder named 'glass slide empty',29-05-26/glass slide empty/NAM-10S_90P_3AC_S3.csv
B_Replicates_May,NAM_P90_T10s_A3_R9_04.csv,NAM powder,90,10,3,R9,2026-05-29 19:38:37,Replicate set 9 - was MISFILED in folder named 'glass slide empty',29-05-26/glass slide empty/NAM-10S_90P_3AC_S4.csv
B_Replicates_May,NAM_P90_T10s_A3_R9_05.csv,NAM powder,90,10,3,R9,2026-05-29 19:39:57,Replicate set 9 - was MISFILED in folder named 'glass slide empty',29-05-26/glass slide empty/NAM-10S_90P_3AC_S5.csv
B_Replicates_May,NAM_P90_T10s_A3_R9_06.csv,NAM powder,90,10,3,R9,2026-05-29 19:41:58,Replicate set 9 - was MISFILED in folder named 'glass slide empty',29-05-26/glass slide empty/NAM-10S_90P_3AC_S6.csv
B_Replicates_May,NAM_P90_T10s_A5_R4_01.csv,NAM powder,90,10,5,R4,2026-05-29 20:03:10,Replicate set 4 - fresh spots,29-05-26/NAM-90p-10s-5ac/NAM-samespot1.csv
B_Replicates_May,NAM_P90_T10s_A5_R4_02.csv,NAM powder,90,10,5,R4,2026-05-29 20:12:46,Replicate set 4 - fresh spots,29-05-26/NAM-90p-10s-5ac/NAM-samespot10.csv
B_Replicates_May,NAM_P90_T10s_A5_R4_03.csv,NAM powder,90,10,5,R4,2026-05-29 20:14:06,Replicate set 4 - fresh spots,29-05-26/NAM-90p-10s-5ac/NAM-samespot11.csv
B_Replicates_May,NAM_P90_T10s_A5_R4_04.csv,NAM powder,90,10,5,R4,2026-05-29 20:04:29,Replicate set 4 - fresh spots,29-05-26/NAM-90p-10s-5ac/NAM-samespot2.csv
B_Replicates_May,NAM_P90_T10s_A5_R4_05.csv,NAM powder,90,10,5,R4,2026-05-29 20:05:27,Replicate set 4 - fresh spots,29-05-26/NAM-90p-10s-5ac/NAM-samespot3.csv
B_Replicates_May,NAM_P90_T10s_A5_R4_06.csv,NAM powder,90,10,5,R4,2026-05-29 20:06:29,Replicate set 4 - fresh spots,29-05-26/NAM-90p-10s-5ac/NAM-samespot4.csv
B_Replicates_May,NAM_P90_T10s_A5_R4_07.csv,NAM powder,90,10,5,R4,2026-05-29 20:07:38,Replicate set 4 - fresh spots,29-05-26/NAM-90p-10s-5ac/NAM-samespot5.csv
B_Replicates_May,NAM_P90_T10s_A5_R4_08.csv,NAM powder,90,10,5,R4,2026-05-29 20:08:48,Replicate set 4 - fresh spots,29-05-26/NAM-90p-10s-5ac/NAM-samespot6.csv
B_Replicates_May,NAM_P90_T10s_A5_R4_09.csv,NAM powder,90,10,5,R4,2026-05-29 20:09:46,Replicate set 4 - fresh spots,29-05-26/NAM-90p-10s-5ac/NAM-samespot7.csv
B_Replicates_May,NAM_P90_T10s_A5_R4_10.csv,NAM powder,90,10,5,R4,2026-05-29 20:10:44,Replicate set 4 - fresh spots,29-05-26/NAM-90p-10s-5ac/NAM-samespot8.csv
B_Replicates_May,NAM_P90_T10s_A5_R4_11.csv,NAM powder,90,10,5,R4,2026-05-29 20:11:47,Replicate set 4 - fresh spots,29-05-26/NAM-90p-10s-5ac/NAM-samespot9.csv
B_Replicates_May,NAM_P90_T10s_A5_R9_01.csv,NAM powder,90,10,5,R9,2026-05-29 19:51:00,Replicate set 9 - was MISFILED in folder named 'glass slide empty',29-05-26/glass slide empty/NAM-10S_90P_5AC_S1.csv
B_Replicates_May,NAM_P90_T10s_A5_R9_02.csv,NAM powder,90,10,5,R9,2026-05-29 19:52:23,Replicate set 9 - was MISFILED in folder named 'glass slide empty',29-05-26/glass slide empty/NAM-10S_90P_5AC_S2.csv
B_Replicates_May,NAM_P90_T10s_A5_R9_03.csv,NAM powder,90,10,5,R9,2026-05-29 19:54:15,Replicate set 9 - was MISFILED in folder named 'glass slide empty',29-05-26/glass slide empty/NAM-10S_90P_5AC_S3.csv
B_Replicates_May,NAM_P90_T10s_A5_R9_04.csv,NAM powder,90,10,5,R9,2026-05-29 19:56:09,Replicate set 9 - was MISFILED in folder named 'glass slide empty',29-05-26/glass slide empty/NAM-10S_90P_5AC_S4.csv
B_Replicates_May,NAM_P90_T10s_A5_R9_05.csv,NAM powder,90,10,5,R9,2026-05-29 19:57:50,Replicate set 9 - was MISFILED in folder named 'glass slide empty',29-05-26/glass slide empty/NAM-10S_90P_5AC_S5.csv
B_Replicates_May,NAM_P90_T30s_A5_R8_01.csv,NAM powder,90,30,5,R8,2026-05-30 06:11:45,"Replicate set 8 - fresh spots, 30 s",29-05-26/90p-30s-5ac-diifrentpoint/spot1.csv
B_Replicates_May,NAM_P90_T30s_A5_R8_02.csv,NAM powder,90,30,5,R8,2026-05-30 06:14:53,"Replicate set 8 - fresh spots, 30 s",29-05-26/90p-30s-5ac-diifrentpoint/spot2.csv
B_Replicates_May,NAM_P90_T30s_A5_R8_03.csv,NAM powder,90,30,5,R8,2026-05-30 06:19:24,"Replicate set 8 - fresh spots, 30 s",29-05-26/90p-30s-5ac-diifrentpoint/spot3.csv
B_Replicates_May,NAM_P90_T30s_A5_R8_04.csv,NAM powder,90,30,5,R8,2026-05-30 06:24:42,"Replicate set 8 - fresh spots, 30 s",29-05-26/90p-30s-5ac-diifrentpoint/spot4.csv
B_Replicates_May,NAM_P90_T30s_A5_R8_05.csv,NAM powder,90,30,5,R8,2026-05-30 06:36:34,"Replicate set 8 - fresh spots, 30 s",29-05-26/90p-30s-5ac-diifrentpoint/spot5.csv
C_Photostability_May,NAM_P90_T30s_A5_SS1_01.csv,NAM powder,90,30,5,SS1,2026-05-30 05:18:20,"Photostability - SAME spot, consecutive scans",29-05-26/90p-30s-5acc-samespot/samespot1.csv
C_Photostability_May,NAM_P90_T30s_A5_SS1_02.csv,NAM powder,90,30,5,SS1,2026-05-30 05:59:19,"Photostability - SAME spot, consecutive scans",29-05-26/90p-30s-5acc-samespot/samespot10.csv
C_Photostability_May,NAM_P90_T30s_A5_SS1_03.csv,NAM powder,90,30,5,SS1,2026-05-30 05:24:38,"Photostability - SAME spot, consecutive scans",29-05-26/90p-30s-5acc-samespot/samespot2.csv
C_Photostability_May,NAM_P90_T30s_A5_SS1_04.csv,NAM powder,90,30,5,SS1,2026-05-30 05:27:18,"Photostability - SAME spot, consecutive scans",29-05-26/90p-30s-5acc-samespot/samespot3.csv
C_Photostability_May,NAM_P90_T30s_A5_SS1_05.csv,NAM powder,90,30,5,SS1,2026-05-30 05:29:56,"Photostability - SAME spot, consecutive scans",29-05-26/90p-30s-5acc-samespot/samespot4.csv
C_Photostability_May,NAM_P90_T30s_A5_SS1_06.csv,NAM powder,90,30,5,SS1,2026-05-30 05:32:52,"Photostability - SAME spot, consecutive scans",29-05-26/90p-30s-5acc-samespot/samespot5.csv
C_Photostability_May,NAM_P90_T30s_A5_SS1_07.csv,NAM powder,90,30,5,SS1,2026-05-30 05:40:37,"Photostability - SAME spot, consecutive scans",29-05-26/90p-30s-5acc-samespot/samespot6.csv
C_Photostability_May,NAM_P90_T30s_A5_SS1_08.csv,NAM powder,90,30,5,SS1,2026-05-30 05:50:11,"Photostability - SAME spot, consecutive scans",29-05-26/90p-30s-5acc-samespot/samespot7.csv
C_Photostability_May,NAM_P90_T30s_A5_SS1_09.csv,NAM powder,90,30,5,SS1,2026-05-30 05:53:04,"Photostability - SAME spot, consecutive scans",29-05-26/90p-30s-5acc-samespot/samespot8.csv
C_Photostability_May,NAM_P90_T30s_A5_SS1_10.csv,NAM powder,90,30,5,SS1,2026-05-30 05:55:43,"Photostability - SAME spot, consecutive scans",29-05-26/90p-30s-5acc-samespot/samespot9.csv
D_Glass_Blanks,GLASS_P05_T05s_A1_BLANK_01.csv,glass slide,5,5,1,BLANK,2026-05-29 17:08:26,"TRUE glass blank, empty slide (note: taken at 5% / 5 s only)",29-05-26/glass slide empty/glassslide (1).csv
D_Glass_Blanks,GLASS_P05_T05s_A1_BLANK_02.csv,glass slide,5,5,1,BLANK,2026-05-29 17:08:45,"TRUE glass blank, empty slide (note: taken at 5% / 5 s only)",29-05-26/glass slide empty/glassslide (2).csv
D_Glass_Blanks,GLASS_P05_T05s_A1_BLANK_03.csv,glass slide,5,5,1,BLANK,2026-05-29 17:08:59,"TRUE glass blank, empty slide (note: taken at 5% / 5 s only)",29-05-26/glass slide empty/glassslide (3).csv
D_Glass_Blanks,GLASS_P05_T05s_A1_BLANK_04.csv,glass slide,5,5,1,BLANK,2026-05-29 17:06:29,"TRUE glass blank, empty slide (note: taken at 5% / 5 s only)",29-05-26/glass slide empty/glassslide (4).csv
D_Glass_Blanks,GLASS_P05_T05s_A1_BLANK_05.csv,glass slide,5,5,1,BLANK,2026-05-29 17:08:13,"TRUE glass blank, empty slide (note: taken at 5% / 5 s only)",29-05-26/glass slide empty/glassslide (5).csv
E_EXCLUDED_Laser_Damage,NAM_P90_T60s_A5_DMG1_01.csv,NAM powder,90,60,5,DMG1,2026-05-30 08:27:31,"EXCLUDED: sample destroyed, same spot",29-05-26/90p-60s-5a-samespot/samespot1.csv
E_EXCLUDED_Laser_Damage,NAM_P90_T60s_A5_DMG1_02.csv,NAM powder,90,60,5,DMG1,2026-05-30 08:41:09,"EXCLUDED: sample destroyed, same spot",29-05-26/90p-60s-5a-samespot/samespot2.csv
E_EXCLUDED_Laser_Damage,NAM_P90_T60s_A5_DMG1_03.csv,NAM powder,90,60,5,DMG1,2026-05-30 08:46:26,"EXCLUDED: sample destroyed, same spot",29-05-26/90p-60s-5a-samespot/samespot3.csv
E_EXCLUDED_Laser_Damage,NAM_P90_T60s_A5_DMG1_04.csv,NAM powder,90,60,5,DMG1,2026-05-30 08:53:19,"EXCLUDED: sample destroyed, same spot",29-05-26/90p-60s-5a-samespot/samespot4.csv
E_EXCLUDED_Laser_Damage,NAM_P90_T60s_A5_DMG1_05.csv,NAM powder,90,60,5,DMG1,2026-05-30 09:01:03,"EXCLUDED: sample destroyed, same spot",29-05-26/90p-60s-5a-samespot/samespot5.csv
E_EXCLUDED_Laser_Damage,NAM_P90_T60s_A5_DMG2_01.csv,NAM powder,90,60,5,DMG2,2026-05-30 06:57:47,"EXCLUDED: sample destroyed, fresh spots",29-05-26/90p-60s-5ac-diffrentspot/spot1.csv
E_EXCLUDED_Laser_Damage,NAM_P90_T60s_A5_DMG2_02.csv,NAM powder,90,60,5,DMG2,2026-05-30 07:03:59,"EXCLUDED: sample destroyed, fresh spots",29-05-26/90p-60s-5ac-diffrentspot/spot2.csv
E_EXCLUDED_Laser_Damage,NAM_P90_T60s_A5_DMG2_03.csv,NAM powder,90,60,5,DMG2,2026-05-30 07:33:11,"EXCLUDED: sample destroyed, fresh spots",29-05-26/90p-60s-5ac-diffrentspot/spot3.csv
E_EXCLUDED_Laser_Damage,NAM_P90_T60s_A5_DMG2_04.csv,NAM powder,90,60,5,DMG2,2026-05-30 07:40:06,"EXCLUDED: sample destroyed, fresh spots",29-05-26/90p-60s-5ac-diffrentspot/spot4.csv
E_EXCLUDED_Laser_Damage,NAM_P90_T60s_A5_DMG2_05.csv,NAM powder,90,60,5,DMG2,2026-05-30 07:48:34,"EXCLUDED: sample destroyed, fresh spots",29-05-26/90p-60s-5ac-diffrentspot/spot5.csv
