raman_shift_cm1,mean,median,std,sem,ci_low,ci_high,cv
-46.169047190162,11.08453608247421,9.199999999999818,11.975559661645178,1.2159338577780294,8.670926450925434,13.498145714022987,1.0803843816774406
-44.75815753550786,9.476103718018095,7.759834894844033,8.99320194136311,0.9131213103435252,7.6635722424615516,11.288635193574638,0.9490400494734155
-43.34726788085373,9.474311442191038,8.435363519347941,9.15463697047816,0.9295125541165452,7.629243604898569,11.319379279483506,0.9662588174704388
-41.936378226199594,10.061490065209766,9.336951582253617,11.341732082886026,1.151578417633126,7.775624972710295,12.347355157709236,1.1272417911640178
-40.52548857154546,7.433817836256137,7.220828285443114,13.098735831227751,1.3299751194335425,4.7938380894539625,10.073797583058312,1.7620469212122387
-39.114598916891325,10.231010800225599,9.952786922446498,11.188986644227775,1.1360694680947954,7.9759307292480415,12.486090871203157,1.0936345257284894
-37.7037092622372,12.91423397558826,13.136794732977656,10.25442731198526,1.041179344686568,10.847509310895276,14.980958640281244,0.7940406942734022
-36.29281960758306,10.978249197915968,11.631040559088362,12.491755982915633,1.268345653303833,8.4606029745093,13.495895421322636,1.1378641309478543
-34.88192995292893,8.888980690932637,8.79028863911071,10.062990708430114,1.0217419025579757,6.860839043921201,10.917122337944074,1.132074762935985
-33.471040298274794,8.7808735373003,7.622307878940253,11.169540633230463,1.1340950248254686,6.5297127052363635,11.032034369364236,1.272030690999402
-32.06015064362066,10.742638311446935,9.47195833818784,14.966083033373495,1.51957550150071,7.726304780781147,13.758971842112723,1.393147809642462
-30.649260988966525,9.376881071700085,8.44391072484333,13.504967179901305,1.3712216636368177,6.655027581749539,12.09873456165063,1.4402408515833691
-29.23837133431239,8.616115179941941,7.564959144898223,14.277912431304804,1.4497023633238961,5.738478732354567,11.493751627529315,1.6571171732410632
-27.827481679658256,8.644243465851467,7.958425733521492,15.664844332952642,1.590523962087857,5.487078353992915,11.801408577710019,1.8121706537808209
-26.416592025004125,10.281501020695542,10.141534719618807,11.862464593734806,1.2044507934281972,7.890685091729483,12.6723169496616,1.1537677786401963
-25.00570237034999,9.184149789650505,7.652874589091709,10.791814068819757,1.095742702961118,7.0091177147980925,11.359181864502917,1.1750476980439613
-23.594812715695856,9.876529982148186,7.681270795690043,12.09664778990665,1.2282284944453785,7.438515689698748,12.314544274597626,1.2247872290947652
-22.18392306104172,14.67274570195494,14.519257581180511,14.806332907959575,1.5033553337788461,11.688608949747453,17.656882454162428,1.0091044449837931
-20.773033406387587,15.23471200729766,13.6590316936076,13.864680699024186,1.4077450378556313,12.440360192518591,18.029063822076726,0.9100717291132772
-19.362143751733456,17.555373038056427,17.724392385710246,12.870191569889773,1.3067699655022613,14.961455157754507,20.149290918358346,0.7331197999603798
-17.95125409707932,21.211828067777976,20.03621536304818,13.310964353270393,1.3515236610323398,18.529074803965816,23.894581331590135,0.6275255631310032
-16.540364442425187,22.984797735546298,21.64048859461953,12.048472596928148,1.2233370447008491,20.556492894100394,25.413102576992202,0.5241931095306105
-15.129474787771052,36.03932758094955,35.98890451361411,11.622278256546117,1.1800635657899945,33.69691991624706,38.381735245652045,0.3224887653755691
-13.718585133116918,67.26711898671928,66.25052676023336,13.433377690692138,1.3639528523035775,64.55969397322869,69.97454400020987,0.19970199248973816
-12.307695478462783,130.52185923627934,127.69531755462219,19.380609842571484,1.967802788160583,126.61580157359359,134.4279168989651,0.14848554836693995
-10.896805823808648,191.12241647613112,185.11881615561882,26.180424314536552,2.6582193429335645,185.8458927837997,196.39894016846253,0.13698248901015841
-9.485916169154514,246.67452189762258,241.12287296905083,30.68583527021075,3.1156745165530437,240.4899568624278,252.85908693281738,0.1243980733565435
-8.075026514500387,304.1425124675279,301.8450333948275,35.90057837267701,3.6451514576776547,296.90694401088336,311.3780809241725,0.11803867233624557
-6.664136859846252,479.1651546163337,492.3110236749145,75.0636842240903,7.621562391773103,464.0364728393093,494.29383639335816,0.1566551396755751
-5.2532472051921175,698.7557997618948,713.3938955268438,99.02297366403013,10.054259656990036,678.7982520787103,718.7133474450792,0.14171327622292768
-3.842357550537983,902.2365446652586,912.05311121733,106.52100916228848,10.81556981590927,880.7678082604103,923.7052810701069,0.1180632837276716
-2.4314678958838485,972.0398062780762,959.9218949754886,109.07190436411324,11.074573981992323,950.0569506669318,994.0226618892206,0.11220929807571121
-1.020578241229714,742.491026323864,733.0881347208133,93.17286482627811,9.460271099587455,723.7125366083527,761.2695160393754,0.12548685643728902
0.39031141342442055,464.739752675233,448.19687066888804,70.87852437765488,7.196623791718163,450.4545673526816,479.0249379977844,0.15251229095348304
1.801201068078555,211.1489204847365,202.58361294042356,42.40003465256907,4.305071258601857,202.6034215763887,219.69441939308427,0.2008063055933742
3.2120907227326896,119.43728324614008,115.53007241676588,25.163139872119253,2.554929757187715,114.36578776105871,124.50877873122145,0.21068077896800674
4.622980377386824,84.14775635177632,80.94469943903107,16.787540821682793,1.704516519531971,80.7643178017599,87.53119490179274,0.19950075378722104
6.033870032040959,85.99684764377069,84.88268942976674,14.600203846445496,1.482426098565755,83.05425509511353,88.93944019242785,0.16977603536032734
7.444759686695086,78.68643796090062,76.96149493516272,12.80624959915499,1.3002776420245965,76.10540724084726,81.26746868095398,0.1627504044028328
8.85564934134922,44.762354036703854,44.68305591599213,11.263587969771343,1.14364408507525,42.492238469854236,47.03246960355347,0.2516308226447502
10.266538996003355,18.213279602919307,17.982198234235934,12.348573546670679,1.2538076795482527,15.724491029338916,20.7020681764997,0.6779983515265089
11.67742865065749,18.289442233149714,18.849862059150325,13.183263460120571,1.3385575998179589,15.63242639743045,20.946458068868978,0.7208127668445697
13.088318305311624,17.079563721615173,17.204971053225396,12.61776941778834,1.281140379089165,14.53652016825428,19.622607274976065,0.7387641524952903
14.499207959965759,17.91852905135738,18.8000113600362,11.381551267924662,1.1556214433158987,15.624638616306488,20.21241948640827,0.6351833476566804
15.910097614619893,19.856239477012117,20.859555161649627,14.062935004180737,1.4278747127018248,17.021930573467134,22.6905483805571,0.7082375804573479
17.320987269274028,17.976381454682443,20.039648275694084,12.380177686089535,1.2570165937243811,15.481223236805386,20.471539672559498,0.6886913096108548
18.731876923928162,18.462031946288402,19.657521492080065,11.826524588598053,1.2008016387891485,16.078459532031207,20.845604360545597,0.6405862920725609
20.14276657858229,18.85301657314302,17.576577161320433,12.37475876972145,1.2564663861290295,16.358950508710823,21.347082637575216,0.6563808354865532
21.55365623323643,17.335652570495597,15.14837155776883,12.279268551330484,1.2467708234239256,14.860832045924496,19.810473095066698,0.7083245641545203
22.96454588789056,19.907535090904283,17.970483706820715,11.330274216587325,1.1504150475724262,17.623979269723808,22.191090912084757,0.5691450079002551
24.3754355425447,23.532822558358877,21.991880711607216,12.576269145608768,1.2769266648682118,20.99814316161985,26.067501955097903,0.5344139707177483
25.786325197198828,28.700943058746308,29.233368618705207,17.346046520255587,1.7612241814570868,25.20494068946493,32.19694542802768,0.6043720056428447
27.19721485185297,40.48209226756563,39.021036955559545,15.341208693776764,1.5576637415740775,37.390154177900385,43.57403035723088,0.3789628409613646
28.608104506507097,68.35068246036461,67.44174507401155,26.038168019869747,2.643775404607959,63.10282975900624,73.59853516172298,0.3809496420898041
30.018994161161224,136.70237690709794,131.8992369518999,53.331459593153774,5.414989297888725,125.95370810368046,147.45104571051542,0.3901282538005721
31.429883815815366,280.5279260413754,253.62182414447744,107.34127846491657,10.898855544989297,258.8938687709288,302.161983311822,0.38264025966913784
32.84077347046949,357.4272208597407,324.38336391521347,142.88206495381348,14.50747567172272,328.6301092514532,386.22433246802825,0.3997514923741142
34.251663125123635,469.3051210239301,422.91140900793357,194.62925062627366,19.7616063246217,430.0786424989039,508.5315995489563,0.41471793489410785
35.66255277977776,632.155672594855,566.7220433657199,269.0900285835378,27.321952859799104,577.9220248077637,686.3893203819463,0.4256705116304415
37.073442434431904,882.7709586823898,792.6096519875571,384.7444269711774,39.064877848171676,805.2277890218935,960.3141283428862,0.4358372046418937
38.48433208908603,1189.4874353058258,1075.715293318686,517.1356179934802,52.50716665836843,1085.2615332460198,1293.7133373656318,0.4347550067735864
39.89522174374017,1502.7286433483944,1364.3330119263633,641.3099380349768,65.11515862458926,1373.476075035731,1631.9812116610578,0.4267636348542634
41.3061113983943,1777.1020337228433,1625.6783911953419,731.0772197796857,74.2296451519852,1629.757352645638,1924.4467148000485,0.41138730692247044
42.71700105304844,1919.576006011076,1812.1123748511097,747.8517978167239,75.93284550014933,1768.850498963371,2070.301513058781,0.3895921784158875
44.12789070770257,1981.9563421640669,1876.5134481875866,726.3049267392933,73.74509220823956,1835.573491078303,2128.3391932498307,0.3664585900748209
45.5387803623567,1979.558908230309,1868.623885742742,678.5188966904074,68.89315597252994,1842.8070744529778,2116.3107420076403,0.3427626699409473
46.94967001701084,1976.9367500301591,1855.7490594844173,636.4709127844361,64.62383005147714,1848.6594612269303,2105.2140388333883,0.32194804045942615
48.360559671664966,1922.2279892640993,1802.178082137235,591.202507494367,60.027519880178524,1803.0743040418286,2041.38167448637,0.30756107537519595
49.77144932631911,1848.4984563394512,1770.2396544701755,553.4326965454442,56.19257660969747,1736.957073344697,1960.0398393342055,0.299395812123856
51.182338980973235,1780.0296710463244,1717.9295908827892,532.1144537871356,54.028037006493854,1672.7848652056168,1887.274476887032,0.2989357213772464
52.593228635627376,1731.7094224453078,1633.5527268937255,525.3034652650138,53.3364858988233,1625.8373347039483,1837.5815101866674,0.3033438857907492
54.004118290281504,1692.736184265463,1614.3916276831364,531.5111756443841,53.96678339161869,1585.6129658893071,1799.8594026416188,0.31399528206755106
55.415007944935645,1661.9088782709923,1572.0052993102754,546.8568099272985,55.5248964836887,1551.6928298514865,1772.1249266904981,0.32905342589915904
56.82589759958977,1639.7360368746188,1550.4005098735522,555.0593486121188,56.35773810348795,1527.8668109058212,1751.6052628434163,0.3385053058113408
58.236787254243914,1626.989078938714,1540.2861613774992,563.8508395826852,57.25037876776509,1513.347975255492,1740.6301826219362,0.3465609246439967
59.64767690889804,1619.2851250254562,1527.6253580652394,574.303392365898,58.311674706194275,1503.5373655545604,1735.032884496352,0.3546647736647798
61.05856656355217,1614.591645423757,1534.9406206958636,587.8104592049991,59.683109557922755,1496.1216092878933,1733.0616815596206,0.3640613779162257
62.46945621820631,1617.1598148930811,1545.3515502675714,591.2302325604692,60.030334934133016,1498.0005418328747,1736.3190879532876,0.36559790016768284
63.88034587286044,1621.4624049700299,1544.880087645347,594.3218907482191,60.344245262616596,1501.680024832556,1741.2447851075037,0.3665344869708553
65.29123552751457,1627.2649872857935,1554.1986865401411,597.8656694161065,60.704061470668776,1506.7683776203014,1747.7615969512856,0.367405231531049
66.70212518216871,1635.6234455574352,1568.8459742021378,602.1650844790422,61.14060093031573,1514.2603119131797,1756.9865792016906,0.36815630523920434
68.11301483682286,1644.0998488743166,1580.9439949041648,603.6985274929694,61.29629847867993,1522.4276580392143,1765.772039709419,0.3671909147770497
69.52390449147697,1650.0748023537003,1587.4812158035816,603.0710076344624,61.23258349049189,1528.5290847705608,1771.6205199368399,0.3654810113906531
70.93479414613111,1651.6348761019021,1582.807629664037,600.1799759034451,60.93904369235509,1530.671830412874,1772.5979217909303,0.3633853853461589
72.34568380078525,1653.0411526120351,1583.1989810437092,598.9193340918778,60.811044909456896,1532.332182498955,1773.7501227251153,0.3623136260978753
73.7565734554394,1650.844181008519,1585.071063155711,597.4924832162699,60.66617015298029,1530.4227850141817,1771.2655770028562,0.36193148335250824
75.16746311009351,1646.9712085163476,1584.3641350293929,596.6759071951,60.5832594198168,1526.7143890265975,1767.2280280060977,0.36228678686654614
76.57835276474765,1646.9178115818731,1581.712377743711,598.8321372846522,60.80219141507405,1526.2264155162452,1767.609207647501,0.3636077848411092
77.98924241940179,1654.276700520344,1583.2365966939644,601.433392545418,61.066308870429275,1533.0610354494345,1775.4923655912537,0.36356275365314655
79.4001320740559,1660.6530602862488,1593.9744869337915,601.6130106204031,61.08454632279175,1539.4011941585175,1781.90492641398,0.36227495375626645
80.81102172871005,1662.9054681198397,1591.7271817957933,598.223126909885,60.7403557802194,1542.3368148192917,1783.4741214203877,0.3597457211962052
82.22191138336419,1660.7656604696356,1588.5583063443476,594.8146558924166,60.39427798256384,1540.883966168003,1780.647354771268,0.3581568851346633
83.63280103801833,1660.125825553123,1588.954214152968,593.7876819948265,60.2900045817028,1540.4511123163097,1779.8005387899361,0.35767631155125695
85.04369069267247,1660.3256158943527,1592.3279035160358,594.1384997670268,60.32562472966924,1540.5801972226516,1780.0710345660539,0.35784456619793076
86.45458034732658,1660.4504465505206,1598.5263400264528,594.6897340047922,60.38159408660977,1540.5939295833662,1780.306963517675,0.35814964261066745
87.86547000198073,1659.0198035829271,1602.2492224043117,590.7566178661915,59.98224664777444,1539.9559850167109,1778.0836221491434,0.3560877432507768
89.27635965663487,1657.9796339331701,1610.3342163031525,587.4636769496242,59.64789915460962,1539.5794898954857,1776.3797779708545,0.3543250260294233
90.68724931128898,1657.5538191521907,1597.4002985780912,586.0937040400203,59.50879948059929,1539.429785785156,1775.6778525192256,0.35358954699871936
92.09813896594312,1655.9812358477625,1602.0685844161412,589.0297712497271,59.80691193879433,1537.2654539281386,1774.6970177673863,0.3556983367315629
93.50902862059726,1651.0186380857294,1603.936404409085,588.2584967836065,59.72860088165022,1532.458302385956,1769.578973785503,0.356300336782183
94.9199182752514,1646.8074862392857,1592.6703246361114,585.6490729263106,59.46365403097887,1528.7730658814844,1764.841906597087,0.3556269192482977
96.33080792990552,1647.401563092536,1603.763708418473,582.1601373791856,59.109406298161694,1530.0703189267722,1764.7328072582998,0.3533808334419342
97.74169758455966,1647.8185908488126,1595.7819869060638,580.1470700330665,58.90501027715792,1530.8930695780807,1764.7441121195445,0.3520697443607705
99.1525872392138,1645.619000203981,1590.357678704102,577.6336023032885,58.649806295096205,1529.2000548338817,1762.0379455740801,0.3510129636517861
100.56347689386794,1641.9436836486193,1589.945273882397,574.9917101011767,58.381562783485144,1526.057197440738,1757.8301698565006,0.3501896659594731
101.97436654852206,1641.8631903032574,1585.8967567342133,574.2164080401556,58.30284278603734,1526.1329620553138,1757.593418551201,0.3497346255348449
103.3852562031762,1641.5226350211456,1582.86049044594,572.2811420333243,58.10634629418238,1526.182449226805,1756.8628208154862,0.3486282368722575
104.79614585783034,1641.148763210067,1585.3808981316533,570.6964067646563,57.945440806402985,1526.127972284608,1756.1695541355261,0.3477420326286455
106.20703551248445,1640.7381909936844,1582.520379840152,570.1710024264287,57.89209407840658,1525.8232924863696,1755.6530895009992,0.34750882593956967
107.6179251671386,1633.17957965251,1578.192558174772,568.1846204894761,57.69040755018903,1518.6650257395543,1747.6941335654658,0.3479008846108449
